,variable,value
0,1,4.941824197769165
1,1,5.717990159988403
2,1,2.3999171257019043
3,1,0.025568008422851562
4,1,5.813104152679443
5,1,3.4343156814575195
6,1,7.22594690322876
7,1,1.2969720363616943
8,1,3.679676055908203
9,1,1.8935091495513916
10,1,11.972501993179321
11,1,13.116291046142578
12,1,5.639328956604004
13,1,3.8667571544647217
14,1,9.012633085250854
15,1,7.929840803146362
16,1,4.442218065261841
17,1,20.43811011314392
18,1,7.592519044876099
19,1,10.809834003448486
20,1,7.701610088348389
21,1,7.996565103530884
22,1,7.361880779266357
23,1,11.391620874404907
24,1,7.9359071254730225
25,1,2.3941922187805176
26,1,6.954268932342529
27,1,8.385417938232422
28,1,7.891075134277344
29,1,5.22983717918396
30,1,1.990372896194458
31,1,2.4961910247802734
32,1,11.152040958404541
33,1,2.245635986328125
34,1,6.577253818511963
35,1,9.540388822555542
36,1,13.879729986190796
37,1,8.780814170837402
38,1,8.02842378616333
39,1,14.21062183380127
40,1,2.4931838512420654
41,1,3.669589042663574
42,1,7.190884113311768
43,1,8.693885087966919
44,1,2.6067001819610596
45,1,1.6731250286102295
46,1,8.405728101730347
47,1,3.069904088973999
48,1,9.577352046966553
49,1,11.470378875732422
50,1,8.327936172485352
51,1,4.459557056427002
52,1,3.477134943008423
53,1,8.028046131134033
54,1,5.710937976837158
55,1,4.9164557456970215
56,1,3.328054904937744
57,1,9.210546255111694
58,1,6.009683847427368
59,1,6.227288722991943
60,1,4.462539196014404
61,1,5.049548864364624
62,1,5.189849138259888
63,1,5.975898027420044
64,1,0.6907517910003662
65,1,2.9543209075927734
66,1,6.024544715881348
67,1,7.0887980461120605
68,1,4.817721128463745
69,5,5.2919981479644775
70,5,5.977298259735107
71,5,2.5206120014190674
72,5,0.021525859832763672
73,5,6.0406270027160645
74,5,3.4951331615448
75,5,7.50307822227478
76,5,1.2775769233703613
77,5,3.8684940338134766
78,5,1.9911489486694336
79,5,12.36082410812378
80,5,12.980867147445679
81,5,5.921297788619995
82,5,3.883131265640259
83,5,9.258820056915283
84,5,8.157394170761108
85,5,4.5961549282073975
86,5,21.035876035690308
87,5,7.957438945770264
88,5,11.183655977249146
89,5,8.358217000961304
90,5,8.224215745925903
91,5,7.636271953582764
92,5,11.711748123168945
93,5,8.24013066291809
94,5,2.4659531116485596
95,5,7.151453971862793
96,5,8.736161947250366
97,5,8.106231212615967
98,5,5.380635976791382
99,5,2.030333995819092
100,5,2.4817590713500977
101,5,11.452138900756836
102,5,2.343230962753296
103,5,6.763856887817383
104,5,11.261433124542236
105,5,13.073858976364136
106,5,9.15156626701355
107,5,8.27783489227295
108,5,15.107217788696289
109,5,2.668884038925171
110,5,3.921841859817505
111,5,7.327994108200073
112,5,9.01489520072937
113,5,2.806448221206665
114,5,1.7301640510559082
115,5,8.67595887184143
116,5,3.259174108505249
117,5,8.91366982460022
118,5,11.857024908065796
119,5,10.101533889770508
120,5,4.548748970031738
121,5,3.6030631065368652
122,5,8.565224885940552
123,5,5.825271844863892
124,5,5.062280178070068
125,5,3.583601713180542
126,5,9.516191959381104
127,5,6.3008949756622314
128,5,6.4503490924835205
129,5,4.626238107681274
130,5,5.178276062011719
131,5,5.38153600692749
132,5,6.1637938022613525
133,5,0.7070488929748535
134,5,3.0678999423980713
135,5,6.461836099624634
136,5,7.358919858932495
137,5,4.938873767852783
138,10,5.460996150970459
139,10,6.615458726882935
140,10,2.892848014831543
141,10,0.022130966186523438
142,10,7.335092067718506
143,10,3.8947391510009766
144,10,8.329300880432129
145,10,1.3992090225219727
146,10,4.297786235809326
147,10,2.222100019454956
148,10,13.44526219367981
149,10,14.309695959091187
150,10,6.806061029434204
151,10,4.4120659828186035
152,10,10.39267611503601
153,10,9.18347692489624
154,10,5.767004013061523
155,10,21.476248025894165
156,10,8.74208402633667
157,10,12.285668134689331
158,10,9.231682062149048
159,10,9.231523036956787
160,10,8.49011492729187
161,10,12.275062084197998
162,10,8.67982006072998
163,10,2.8102240562438965
164,10,7.93792724609375
165,10,9.553906917572021
166,10,8.718740940093994
167,10,5.980114936828613
168,10,2.1898550987243652
169,10,2.8124942779541016
170,10,12.488706111907959
171,10,2.58604097366333
172,10,7.512346267700195
173,10,14.66279125213623
174,10,12.455500841140747
175,10,10.07003903388977
176,10,9.109774827957153
177,10,16.429617166519165
178,10,3.0371181964874268
179,10,4.145642995834351
180,10,7.985342025756836
181,10,9.481656074523926
182,10,3.3041510581970215
183,10,1.9404349327087402
184,10,10.191262006759644
185,10,4.2186598777771
186,10,9.465196132659912
187,10,12.941777229309082
188,10,12.70209527015686
189,10,4.996479034423828
190,10,4.052489995956421
191,10,9.552814960479736
192,10,6.494736909866333
193,10,5.502604961395264
194,10,4.057678699493408
195,10,10.430230855941772
196,10,6.972154140472412
197,10,7.064732313156128
198,10,5.2781760692596436
199,10,5.786420106887817
200,10,6.030596017837524
201,10,6.853561162948608
202,10,0.7533450126647949
203,10,3.5151922702789307
204,10,7.285725831985474
205,10,8.207601308822632
206,10,5.493678092956543
207,20,7.725412845611572
208,20,8.659024953842163
209,20,3.425523042678833
210,20,0.022078990936279297
211,20,11.946690082550049
212,20,4.550169229507446
213,20,11.445871114730835
214,20,1.4233148097991943
215,20,5.046485900878906
216,20,2.374746799468994
217,20,18.290935039520264
218,20,20.79588794708252
219,20,8.689877986907959
220,20,5.276396989822388
221,20,14.607757091522217
222,20,12.658326148986816
223,20,6.298511981964111
224,20,28.460384845733643
225,20,11.573339939117432
226,20,16.85307216644287
227,20,12.216080904006958
228,20,12.233211994171143
229,20,11.493590116500854
230,20,16.04199981689453
231,20,11.409476041793823
232,20,3.243713140487671
233,20,10.651867866516113
234,20,12.978163003921509
235,20,11.964336156845093
236,20,8.283503770828247
237,20,2.361570119857788
238,20,3.086566925048828
239,20,17.004828929901123
240,20,2.989457845687866
241,20,10.26839303970337
242,20,18.051122188568115
243,20,14.558450937271118
244,20,14.001474142074585
245,20,11.706847906112671
246,20,21.89102602005005
247,20,3.540573835372925
248,20,5.203009128570557
249,20,10.110070943832397
250,20,12.145111799240112
251,20,4.0052878856658936
252,20,2.042696952819824
253,20,14.599362134933472
254,20,4.371554851531982
255,20,12.937587022781372
256,20,16.8167622089386
257,20,16.21582579612732
258,20,6.301825046539307
259,20,5.0597779750823975
260,20,12.857827186584473
261,20,8.575712203979492
262,20,7.502457141876221
263,20,5.221659898757935
264,20,14.203118085861206
265,20,9.103666067123413
266,20,9.366795063018799
267,20,7.022535085678101
268,20,7.70590615272522
269,20,8.169463872909546
270,20,9.388447046279907
271,20,0.7742800712585449
272,20,4.2518908977508545
273,20,9.893151998519897
274,20,11.228375673294067
275,20,7.348424911499023
276,40,8.567755222320557
277,40,10.076987266540527
278,40,3.487483263015747
279,40,0.021519899368286133
280,40,16.287577152252197
281,40,4.457880258560181
282,40,12.911401987075806
283,40,1.4200303554534912
284,40,4.874291896820068
285,40,2.365891218185425
286,40,29.924046754837036
287,40,26.612409114837646
288,40,8.699172735214233
289,40,5.291991949081421
290,40,16.49923610687256
291,40,14.468327045440674
292,40,6.591978073120117
293,40,34.652637243270874
294,40,12.230518102645874
295,40,19.420475959777832
296,40,13.104334831237793
297,40,12.158359050750732
298,40,13.515974044799805
299,40,18.38572907447815
300,40,12.071630954742432
301,40,3.2533912658691406
302,40,11.853761911392212
303,40,15.22704005241394
304,40,13.68289589881897
305,40,9.630839824676514
306,40,2.354840040206909
307,40,3.1021387577056885
308,40,22.25795316696167
309,40,2.9903371334075928
310,40,11.552180767059326
311,40,19.47043514251709
312,40,15.677633047103882
313,40,17.117387056350708
314,40,12.927541971206665
315,40,28.02481198310852
316,40,3.53983211517334
317,40,5.265736818313599
318,40,12.994417905807495
319,40,13.860964059829712
320,40,3.9439399242401123
321,40,1.9756760597229004
322,40,18.15385603904724
323,40,4.23744797706604
324,40,14.173918962478638
325,40,21.528778076171875
326,40,16.641698837280273
327,40,6.561330795288086
328,40,5.061712026596069
329,40,15.858850955963135
330,40,9.473091125488281
331,40,7.598800897598267
332,40,5.295507907867432
333,40,17.667075872421265
334,40,9.351033210754395
335,40,10.41431212425232
336,40,7.269199848175049
337,40,8.148056030273438
338,40,8.398821115493774
339,40,10.123569965362549
340,40,0.7737112045288086
341,40,4.242675065994263
342,40,10.914313077926636
343,40,12.647998809814453
344,40,7.76362419128418
345,80,8.659470081329346
346,80,10.211811065673828
347,80,3.53387713432312
348,80,0.021245956420898438
349,80,15.916006088256836
350,80,4.409632921218872
351,80,13.840882301330566
352,80,1.418165922164917
353,80,4.820348024368286
354,80,2.343140125274658
