,condition_1,condition_2,score,cell_type,p_value_mean,p_value_adj_mean,statistic_mean,p_value_median,p_value_adj_median,statistic_median,p_value_spread,p_value_adj_spread,statistic_spread
0,Psoriasis,T-Cell Lymphoma,egophily_5,Endothelial cells,0.4728346598010779,78.01771886717788,65734104.78,0.4408080757607956,72.73333250053128,65819025.5,0.951285567475776,-2.03233844501398,-64001522.5305216
0,Eczema,T-Cell Lymphoma,egophily_1,Endothelial cells,0.49060876005581605,80.95044540920964,42314284.345,0.4654457104487158,76.7985422240381,42362559.25,0.9869917711790476,-1.0081877576943208,-41223315.0008425
0,Eczema,T-Cell Lymphoma,egophily_2,Endothelial cells,0.49953286376392386,82.42292252104743,42337591.835,0.481322130396041,79.41815151534678,42377045.75,0.978022340958514,-2.2939270321084013,-41254928.50202675
0,Eczema,T-Cell Lymphoma,egophily_3,Endothelial cells,0.5337596757724881,88.07034650246052,42334476.535,0.5476580746934261,90.36358232441532,42337770.25,0.9781684726902218,-2.0194938934728546,-41240664.5035531
0,Eczema,T-Cell Lymphoma,egophily_4,Endothelial cells,0.5359300996352269,88.42846643981242,42331999.265,0.49739783595416626,82.07064293243744,42324636.75,0.9640493948964312,-4.908823435811102,-41198867.000140406
0,Eczema,T-Cell Lymphoma,egophily_5,Endothelial cells,0.5314735178643519,87.69313044761807,42335584.755,0.5510152567559026,90.91751736472392,42343671.5,0.9716098650355892,-2.7516347858921013,-41206171.00568742
0,Psoriasis,Eczema,local_entropy_1,Fibroblasts,0.4765867451053695,78.63681294238597,635341.565,0.4578404549870275,75.54367507285954,634775.0,0.9859248150705715,-0.6895090130870059,-585129.503859125
0,Psoriasis,Eczema,local_entropy_2,Fibroblasts,0.4396904588499332,72.54892571023899,633341.19,0.42229173424484767,69.67813615039988,634168.25,0.987314636151226,0.18874297930217632,-573093.0078160245
0,Psoriasis,Eczema,local_entropy_3,Fibroblasts,0.45528509976818604,75.1220414617507,633160.355,0.40235830456561744,66.38912025332687,632824.0,0.9676313582775011,-0.5787053067946384,-584178.0229397597
0,Psoriasis,Eczema,local_entropy_4,Fibroblasts,0.47439692143232554,78.27549203633372,633939.465,0.4280686412053951,70.6313257988902,632924.25,0.9973893081453556,0.6815984143117835,-582768.0006851376
0,Psoriasis,Eczema,local_entropy_5,Fibroblasts,0.470641596195971,77.6558633723352,633288.965,0.44378108837693653,73.22387958219454,633489.0,0.993405487532015,0.1785070606471122,-583173.0016256196
0,Psoriasis,T-Cell Lymphoma,local_entropy_1,Fibroblasts,0.5217710109819877,86.09221681202798,751725.895,0.5020474084275451,82.83782239054496,750597.5,0.9823108113743366,-0.9725534017561569,-708004.0057692849
0,Psoriasis,T-Cell Lymphoma,local_entropy_2,Fibroblasts,0.5024030997063613,82.89651145154961,752194.99,0.5039660926964543,83.15440529491498,749519.25,0.9890331631233485,-0.6407618533398228,-708553.0010290624
0,Psoriasis,T-Cell Lymphoma,local_entropy_3,Fibroblasts,0.4659092052622485,76.87501886827101,753296.375,0.4605233666955739,75.9863555047697,754347.5,0.9552052395980772,-0.37277259043032196,-704333.5366973346
0,Psoriasis,T-Cell Lymphoma,local_entropy_4,Fibroblasts,0.48586054376230764,80.16698972078075,753198.91,0.4850910910496563,80.0400300231933,751952.25,0.9815102426523087,-0.6417029593145372,-702809.5085921158
0,Psoriasis,T-Cell Lymphoma,local_entropy_5,Fibroblasts,0.47284902005546914,78.0200883091524,752542.47,0.45865467356382794,75.67802113803161,750558.75,0.9708817635005904,-1.554450094710249,-703912.0137198715
0,Eczema,T-Cell Lymphoma,local_entropy_1,Fibroblasts,0.4945809992576076,81.6058648775053,485450.275,0.4845385704548273,79.94886412504651,486001.0,0.9914408886818243,0.9497370070065639,-441857.50830481935
0,Eczema,T-Cell Lymphoma,local_entropy_2,Fibroblasts,0.43478646685882544,71.73976703170621,487166.055,0.4186006413989259,69.06910583082279,487229.75,0.9812087616315581,-0.34426183817258693,-440264.0107091006
0,Eczema,T-Cell Lymphoma,local_entropy_3,Fibroblasts,0.4443626604864437,73.31983898026321,488126.055,0.3997224289464527,65.9542007761647,489841.0,0.9953647676635792,0.34242434043802916,-443500.0006538883
0,Eczema,T-Cell Lymphoma,local_entropy_4,Fibroblasts,0.4465132248284286,73.67468209669072,487361.63,0.40216868421771623,66.3578328959232,490994.25,0.966005088888407,-0.03724898614554184,-438598.0278775082
0,Eczema,T-Cell Lymphoma,local_entropy_5,Fibroblasts,0.46433360846842753,76.61504539729054,487412.075,0.4387598510868925,72.39537542933726,488692.5,0.9731465352493578,-0.9361651099011523,-441642.0152113206
0,Psoriasis,Eczema,local_homophily_1,Fibroblasts,0.475134787403533,78.39723992158294,631031.01,0.5009729065384765,82.66052957884861,630673.25,0.9871461537436316,-0.19153062617625194,-585199.0056667927
0,Psoriasis,Eczema,local_homophily_2,Fibroblasts,0.48907745657353574,80.69778033463339,632538.97,0.5238484430304132,86.43499310001818,632253.75,0.9832260211117774,0.1536109182352715,-569540.5117153502
0,Psoriasis,Eczema,local_homophily_3,Fibroblasts,0.4750133692376257,78.37720592420828,632587.855,0.5158133946404595,85.10921011567581,633354.75,0.9876258292094571,0.34643236892545237,-582715.0084644546
0,Psoriasis,Eczema,local_homophily_4,Fibroblasts,0.4898804028950127,80.8302664776771,632442.56,0.49433529347616045,81.56532342356648,634855.75,0.9895559519926179,0.8204006439014141,-579516.5094126132
0,Psoriasis,Eczema,local_homophily_5,Fibroblasts,0.4633296359029624,76.44938992398879,631385.575,0.42918198246735106,70.81502710711293,633433.0,0.9954287016277273,0.8006329112715036,-577397.5033835191
0,Psoriasis,T-Cell Lymphoma,local_homophily_1,Fibroblasts,0.5055487691638805,83.4155469120403,749533.02,0.49851096320266264,82.25430892843934,750443.5,0.9719735759436883,-2.472894599538786,-697582.0070211303
0,Psoriasis,T-Cell Lymphoma,local_homophily_2,Fibroblasts,0.5044184595257928,83.2290458217558,748807.77,0.5397864293829545,89.06476084818749,750234.0,0.9887091699438335,0.06370329640192163,-690685.0056505504
0,Psoriasis,T-Cell Lymphoma,local_homophily_3,Fibroblasts,0.44273204123809906,73.05078680428636,747177.845,0.3914342446748572,64.58665037135145,748522.25,0.9696899749773668,-1.818290578453285,-688470.5133101436
0,Psoriasis,T-Cell Lymphoma,local_homophily_4,Fibroblasts,0.4772965384861363,78.75392885021249,749268.725,0.46032461136811564,75.95356087573907,750545.5,0.9940725777076168,0.34864294821736297,-698523.0019918758
0,Psoriasis,T-Cell Lymphoma,local_homophily_5,Fibroblasts,0.4851932989731676,80.05689433057265,748692.125,0.4792283668485414,79.07268053000935,748507.75,0.9952127079499157,0.3164796228293162,-687507.5006486757
0,Eczema,T-Cell Lymphoma,local_homophily_1,Fibroblasts,0.47385503398887324,78.18608060816408,487193.655,0.4820762658429122,79.54258386408051,489909.5,0.9749230240852694,-1.6775577776872925,-445682.0089033125
0,Eczema,T-Cell Lymphoma,local_homophily_2,Fibroblasts,0.524306137065936,86.51051261587943,485587.865,0.5292226025339066,87.32172941809459,486182.25,0.9858148766357075,0.9575635931045972,-432846.51401285944
0,Eczema,T-Cell Lymphoma,local_homophily_3,Fibroblasts,0.4536639140343855,74.8545458156736,484545.35,0.39465644512852127,65.118313446206,484776.0,0.9903380222631436,0.9223068294282496,-435682.0092471534
0,Eczema,T-Cell Lymphoma,local_homophily_4,Fibroblasts,0.4705256970391259,77.63674001145577,486097.85,0.47640129545440957,78.60621374997757,488682.25,0.973310769589112,-2.50197554562288,-433818.0054984602
0,Eczema,T-Cell Lymphoma,local_homophily_5,Fibroblasts,0.5048675630631881,83.30314790542604,486575.495,0.5301038085987578,87.46712841879504,491858.75,0.990463453169188,-0.3078811102801623,-435212.5016198117
0,Psoriasis,Eczema,egophily_1,Fibroblasts,0.5646747384403574,93.17133184265899,632045.81,0.5604130372709636,92.468151149709,630395.25,0.949608449553156,-7.156572616158551,-581923.5009636171
0,Psoriasis,Eczema,egophily_2,Fibroblasts,0.5398186826449097,89.07008263641012,631917.835,0.5354198203132734,88.3442703516901,630071.0,0.9541151216613937,-4.3292036152448246,-589079.0136695202
0,Psoriasis,Eczema,egophily_3,Fibroblasts,0.5626643216058123,92.83961306495902,632667.98,0.6090567373439228,100.49436166174729,630079.5,0.9798792130903409,-1.4827025479325044,-582074.0051050445
0,Psoriasis,Eczema,egophily_4,Fibroblasts,0.5521279314606684,91.10110869101031,632367.15,0.6142572159581606,101.3524406330965,630097.5,0.9816223616893922,-0.07708151190556123,-586360.0119221269
0,Psoriasis,Eczema,egophily_5,Fibroblasts,0.5230808061675706,86.30833301764915,631825.03,0.5456071417711057,90.02517839223243,630667.25,0.9632945162553297,-3.13457389455475,-584232.5117184812
0,Psoriasis,T-Cell Lymphoma,egophily_1,Fibroblasts,0.5892229804872202,97.22179178039133,752031.38,0.6036728838651687,99.60602583775284,755769.25,0.9920202070984606,-0.06201815882117634,-688034.0015527298
0,Psoriasis,T-Cell Lymphoma,egophily_2,Fibroblasts,0.5074385979325202,83.72736865886586,750527.4,0.5120454911798968,84.48750604468299,753892.0,0.9487816833201892,-6.259071475288527,-684281.0072679926
0,Psoriasis,T-Cell Lymphoma,egophily_3,Fibroblasts,0.5011155957208387,82.6840732939384,749500.14,0.48967931110891316,80.79708633297068,746940.5,0.9833409549400626,-1.1608194825176283,-684291.0035848961
0,Psoriasis,T-Cell Lymphoma,egophily_4,Fibroblasts,0.507965602333488,83.81432438502551,748336.06,0.5228785432598444,86.27495963787433,747402.5,0.976739805303778,-1.0014639404917072,-687888.5111979768
0,Psoriasis,T-Cell Lymphoma,egophily_5,Fibroblasts,0.5029392582014037,82.98497760323161,748792.61,0.49370072429620704,81.46061950887417,748401.75,0.9836637290443169,0.16397841796333645,-687644.0113381898
0,Eczema,T-Cell Lymphoma,egophily_1,Fibroblasts,0.5313683507912192,87.67577788055118,488066.15,0.5358786227114882,88.41997274739555,487882.5,0.9728589606576631,-2.096717916385286,-449981.00842410716
0,Eczema,T-Cell Lymphoma,egophily_2,Fibroblasts,0.4822480516004574,79.57092851407548,487263.015,0.4942469877041782,81.55075297118941,489893.75,0.9742211144834984,-2.9788678851012445,-444266.0016746843
0,Eczema,T-Cell Lymphoma,egophily_3,Fibroblasts,0.5225815085444813,86.22594890983939,485995.845,0.5453454701804007,89.9820025797661,485586.25,0.995722539903634,0.39404414630831186,-449810.5006086894
0,Eczema,T-Cell Lymphoma,egophily_4,Fibroblasts,0.516635236839123,85.24481407845529,485633.94,0.5225278092702959,86.21708852959881,483819.0,0.9920789563223188,0.5658747039085327,-444807.00532223727
0,Eczema,T-Cell Lymphoma,egophily_5,Fibroblasts,0.5381057407594324,88.78744722530635,486293.925,0.5771598180264886,95.23136997437061,485472.5,0.9819166508012678,-0.4299404883364676,-445318.5094744642
0,Psoriasis,Eczema,local_entropy_1,Langerhans cells,0.49421139892892013,81.54488082327181,1241085.86,0.5103989398663273,84.215825077944,1241002.0,0.9974850278557652,0.6781610848670754,-1157957.5005678749
0,Psoriasis,Eczema,local_entropy_2,Langerhans cells,0.49100234356307015,81.01538668790657,1240208.45,0.5116494369787313,84.42215710149067,1244680.5,0.9899296621970219,0.7224792123940251,-1151569.5084395425
0,Psoriasis,Eczema,local_entropy_3,Langerhans cells,0.5005175576924481,82.58539701925395,1241584.475,0.5300112203099326,87.45185135113888,1241867.25,0.9797387508380194,0.9746874681421276,-1158231.0202304486
0,Psoriasis,Eczema,local_entropy_4,Langerhans cells,0.48044808611625295,79.27393420918173,1240722.015,0.5098746879706226,84.12932351515273,1239337.25,0.9849016226433478,0.9841869155079103,-1156558.5150940195
0,Psoriasis,Eczema,local_entropy_5,Langerhans cells,0.4789310573657911,79.02362446535552,1239849.335,0.46188546285887205,76.2111013717139,1237942.75,0.9966908891356643,0.995936734133023,-1140754.0033045125
0,Psoriasis,T-Cell Lymphoma,local_entropy_1,Langerhans cells,0.4706070550765899,77.65016408763734,1467669.905,0.42498348242127526,70.1222745995104,1466534.5,0.9779537833846227,-1.5807372137849778,-1355623.5064444423
0,Psoriasis,T-Cell Lymphoma,local_entropy_2,Langerhans cells,0.49854289951375896,82.25957841977022,1466494.83,0.49632408959537466,81.89347478323683,1469794.5,0.9884069370273656,0.5049213996744852,-1361831.0086449804
0,Psoriasis,T-Cell Lymphoma,local_entropy_3,Langerhans cells,0.4831725675128308,79.72347363961708,1470086.94,0.46109042360356123,76.0799198945876,1466538.75,0.9878094137547976,0.1135718559389931,-1394724.5068598695
0,Psoriasis,T-Cell Lymphoma,local_entropy_4,Langerhans cells,0.49760955945283003,82.10557730971698,1467233.35,0.4711089634851404,77.73297897504817,1468384.25,0.9944453218019054,0.5647026195757225,-1377862.502934296
0,Psoriasis,T-Cell Lymphoma,local_entropy_5,Langerhans cells,0.4643194846416165,76.61271496586672,1468049.0,0.4476380343450608,73.86027566693502,1466601.75,0.991920652239656,0.14429029982258257,-1364448.00291087
0,Eczema,T-Cell Lymphoma,local_entropy_1,Langerhans cells,0.49555017553987446,81.76577896407929,946702.5,0.5085418758232241,83.90940951083198,942804.0,0.9941104483464387,0.8790762884860817,-863066.0051881239
0,Eczema,T-Cell Lymphoma,local_entropy_2,Langerhans cells,0.5370926450375818,88.62028643120101,946789.525,0.5982824888109758,98.71661065381102,945641.75,0.9889765728372367,0.10380242543320917,-865981.0056260239
0,Eczema,T-Cell Lymphoma,local_entropy_3,Langerhans cells,0.5326259130499058,87.88327565323449,947923.085,0.5447326231908812,89.88088282649541,945671.75,0.9828942931634507,-0.11808894937195724,-869212.0103923944
0,Eczema,T-Cell Lymphoma,local_entropy_4,Langerhans cells,0.518522892677742,85.55627729182743,946835.955,0.5512712618316795,90.95975820222712,948011.75,0.9881989004586116,0.05007323555187204,-866760.506080821
0,Eczema,T-Cell Lymphoma,local_entropy_5,Langerhans cells,0.5064752507273305,83.56841637000952,948047.94,0.5756890539462332,94.9886939011285,949357.75,0.9920239750041422,0.46775247769244177,-854891.0047792476
0,Psoriasis,Eczema,local_homophily_1,Langerhans cells,0.4356229947295687,71.87779413037883,1240210.04,0.4080195336823065,67.32322305758058,1240345.0,0.9811168191240603,-1.1784592146389161,-1156090.5057150344
0,Psoriasis,Eczema,local_homophily_2,Langerhans cells,0.49790786044755575,82.15479697384671,1243317.34,0.48311345631162206,79.71372029141764,1243392.0,0.9896125923097129,-0.21613909380624885,-1132207.0030352632
0,Psoriasis,Eczema,local_homophily_3,Langerhans cells,0.46205371965125935,76.23886374245781,1242620.82,0.4101033883736521,67.66705908165261,1237721.5,0.9953992321204087,0.7517082377461888,-1109375.5031148472
0,Psoriasis,Eczema,local_homophily_4,Langerhans cells,0.4915649227900653,81.10821226036077,1242095.13,0.49253602740831026,81.2684445223712,1240195.25,0.9876725532209102,0.9869212919346217,-1074166.012322866
0,Psoriasis,Eczema,local_homophily_5,Langerhans cells,0.4795923873868284,79.13274391882669,1242526.79,0.465886375181335,76.87125190492029,1240240.0,0.9964922526045934,0.9835864118563673,-1090065.5034290534
0,Psoriasis,T-Cell Lymphoma,local_homophily_1,Langerhans cells,0.508670648351162,83.93065697794177,1462917.26,0.5050501214094323,83.33327003255633,1461551.0,0.9643262327961869,-2.557116795222466,-1382849.5142015535
0,Psoriasis,T-Cell Lymphoma,local_homophily_2,Langerhans cells,0.49947220181242924,82.41291329905083,1471083.405,0.45599332946830257,75.23889936226993,1465501.5,0.9906746615736595,0.9009723513692289,-1397112.508778373
0,Psoriasis,T-Cell Lymphoma,local_homophily_3,Langerhans cells,0.5278710660103991,87.09872589171586,1469465.06,0.5628902657694039,92.87689385195166,1471404.5,0.9951367773654706,0.47480822711802473,-1383983.0016904876
0,Psoriasis,T-Cell Lymphoma,local_homophily_4,Langerhans cells,0.4909232505065467,81.00233633358022,1471743.11,0.46654442782160277,76.97983059056446,1470586.5,0.9879117753295545,0.5821926587757167,-1389886.0096143277
0,Psoriasis,T-Cell Lymphoma,local_homophily_5,Langerhans cells,0.4634720244973854,76.4728840420686,1472880.74,0.49196540356584817,81.17429158836495,1473453.25,0.9746420603108316,-0.4801904484882471,-1388986.5164870098
0,Eczema,T-Cell Lymphoma,local_homophily_1,Langerhans cells,0.47423944857874806,78.24950901549344,944414.775,0.44673156509826345,73.71070824121347,946905.5,0.9718233374625976,0.8863907773973365,-848070.5276557322
0,Eczema,T-Cell Lymphoma,local_homophily_2,Langerhans cells,0.5070360961602964,83.66095586644892,947310.095,0.5182738023040439,85.51517738016724,947348.25,0.9862231782237678,0.659923740690276,-860474.011787191
0,Eczema,T-Cell Lymphoma,local_homophily_3,Langerhans cells,0.5200528184535638,85.80871504483802,946825.005,0.5583879853576545,92.13401758401301,946155.25,0.9797126951423253,-0.8460662357261948,-866211.0091545065
0,Eczema,T-Cell Lymphoma,local_homophily_4,Langerhans cells,0.5212608253384079,86.0080361808373,948735.44,0.5031284472936728,83.01619380345602,948279.25,0.9914569291284537,0.5293477761276302,-864412.5057253322
0,Eczema,T-Cell Lymphoma,local_homophily_5,Langerhans cells,0.49903992435458905,82.34158751850717,948948.11,0.46989102239234937,77.53201869473764,949106.25,0.989450185772312,0.03003128593795401,-877990.004699699
0,Psoriasis,Eczema,egophily_1,Langerhans cells,0.49736380442877376,82.06502773074766,1239175.67,0.5178387358407588,85.44339141372521,1241004.5,0.9966820528786124,0.6933260806028587,-1153846.0014682156
0,Psoriasis,Eczema,egophily_2,Langerhans cells,0.4862457224359458,80.23054420193107,1242667.85,0.4658203198938198,76.86035278248028,1245341.75,0.9821488763078197,-1.755727031068166,-1156956.0011567585
0,Psoriasis,Eczema,egophily_3,Langerhans cells,0.5003374066060065,82.55567208999106,1240922.105,0.48209101268436605,79.5450170929204,1235377.75,0.9853188560661812,-0.4950888498230275,-1147292.5056542677
0,Psoriasis,Eczema,egophily_4,Langerhans cells,0.48232534241613473,79.58368149866223,1239945.68,0.48140481812533753,79.4317949906807,1238232.5,0.9717773123892096,-2.1047845733109485,-1147283.509463164
0,Psoriasis,Eczema,egophily_5,Langerhans cells,0.4903610745465465,80.90957730018016,1239028.01,0.5157066956295513,85.09160477887595,1238019.5,0.9724857534105896,-0.6838073638880493,-1128750.0174148984
0,Psoriasis,T-Cell Lymphoma,egophily_1,Langerhans cells,0.4434372342594711,73.16714365281274,1463678.49,0.40592737475062785,66.97801683385359,1465971.5,0.9757198610681999,-0.3585615511591618,-1361194.0161442766
0,Psoriasis,T-Cell Lymphoma,egophily_2,Langerhans cells,0.5326124201324359,87.88104932185192,1464663.975,0.5569232077615203,91.89232928065084,1468970.0,0.990755338272663,-0.19576485439770874,-1368858.5020097825
0,Psoriasis,T-Cell Lymphoma,egophily_3,Langerhans cells,0.4922988398356934,81.22930857288941,1467057.735,0.49553546054370606,81.7633509897115,1469918.0,0.9665132609782523,-2.7559948000805607,-1356101.0107885192
0,Psoriasis,T-Cell Lymphoma,egophily_4,Langerhans cells,0.4934944771403201,81.42658872815282,1463449.55,0.4690407898242137,77.39173032099526,1468501.5,0.9804787439625393,0.39923862856202197,-1350976.515977109
0,Psoriasis,T-Cell Lymphoma,egophily_5,Langerhans cells,0.4752921073612363,78.42319771460399,1465106.985,0.44123543725267184,72.80384714669086,1468444.75,0.9831674748888729,-0.28114915526821005,-1335777.5091232774
0,Eczema,T-Cell Lymphoma,egophily_1,Langerhans cells,0.5126987080814647,84.59528683344165,945705.19,0.5261290811103922,86.81129838321473,949584.25,0.944943690412206,0.575029154502467,-847519.0528007331
0,Eczema,T-Cell Lymphoma,egophily_2,Langerhans cells,0.526106394260357,86.8075550529589,943756.77,0.5447885182441433,89.89010551028365,948025.0,0.9893039460487293,-0.4443685579945035,-857522.0019541484
0,Eczema,T-Cell Lymphoma,egophily_3,Langerhans cells,0.5005008661989865,82.58264292283276,946699.625,0.510896011252532,84.29784185666779,949778.25,0.9831178377146962,-0.47198241800574203,-845474.5080095998
0,Eczema,T-Cell Lymphoma,egophily_4,Langerhans cells,0.4761975389887184,78.57259393313855,945087.63,0.4408315802859706,72.73721074718515,947026.25,0.9733838957110692,0.5048638590308697,-853110.5237592747
0,Eczema,T-Cell Lymphoma,egophily_5,Langerhans cells,0.5079232962126696,83.80734387509048,946771.01,0.5054529299429209,83.39973344058194,947702.5,0.9973170986077645,0.7978882208615825,-871410.5014668717
0,Psoriasis,Eczema,local_entropy_1,Macrophages,0.4676573999694862,77.16347099496524,15516489.3,0.46433285396144097,76.61492090363777,15533327.75,0.951592123211575,-1.0046880239003093,-14980813.536479339
0,Psoriasis,Eczema,local_entropy_2,Macrophages,0.5286615532430604,87.22915628510496,15527842.705,0.5426038418466166,89.52963390469175,15540125.0,0.9768843445824347,-2.4904379571103554,-14931221.001973446
0,Psoriasis,Eczema,local_entropy_3,Macrophages,0.5561917021081992,91.7716308478529,15526589.205,0.5455327248571216,90.01289960142506,15544061.5,0.9789338287091233,-1.0983723100084402,-15053978.508399671
0,Psoriasis,Eczema,local_entropy_4,Macrophages,0.5325492237602203,87.87062192043635,15526056.145,0.543359985928924,89.65439767827246,15526900.75,0.9770300927451396,-1.6425345888792464,-15081830.506996952
0,Psoriasis,Eczema,local_entropy_5,Macrophages,0.5142480081189236,84.85092133962239,15529469.495,0.5166407551160535,85.24572459414881,15540999.0,0.9404401560398596,-5.075028820853391,-14987909.022880156
0,Psoriasis,T-Cell Lymphoma,local_entropy_1,Macrophages,0.48477360687204724,79.98764513388778,18382067.06,0.47159594682700456,77.81333122645576,18413575.5,0.9859117146925215,0.6113359725609189,-17725324.011804286
0,Psoriasis,T-Cell Lymphoma,local_entropy_2,Macrophages,0.5008492924881609,82.64013326054658,18376057.21,0.49763121327023624,82.10915018958897,18364459.25,0.9863437454903239,0.0869191689566372,-17806359.008171957
0,Psoriasis,T-Cell Lymphoma,local_entropy_3,Macrophages,0.5345747768448167,88.2048381793948,18366828.775,0.541484616098916,89.34496165632113,18350612.75,0.9835421931450775,-1.0399636666148258,-17772574.504119355
0,Psoriasis,T-Cell Lymphoma,local_entropy_4,Macrophages,0.549575771082031,90.68000222853512,18367260.21,0.5879315172167048,97.00870034075629,18375939.0,0.9696746118216167,-3.2676428754668962,-17796012.00448809
0,Psoriasis,T-Cell Lymphoma,local_entropy_5,Macrophages,0.5357285272803766,88.39520700126214,18367484.085,0.5399925669048908,89.09877353930699,18376879.25,0.9666994275833096,-2.617440605290887,-17826969.51144606
0,Eczema,T-Cell Lymphoma,local_entropy_1,Macrophages,0.5133530311208304,84.70325013493704,11853755.315,0.5195284538589316,85.72219488672371,11843909.5,0.9771042319057276,0.6164963015524068,-11369987.52069694
0,Eczema,T-Cell Lymphoma,local_entropy_2,Macrophages,0.5006764892109249,82.61162071980262,11841569.31,0.4662287837695967,76.92774932198346,11814150.5,0.9647385909706705,-4.102610827801754,-11479693.004362937
0,Eczema,T-Cell Lymphoma,local_entropy_3,Macrophages,0.5141062220669003,84.82752664103855,11836437.485,0.5420858613936648,89.44416712995468,11802750.25,0.9697739351558617,-1.5204810966698874,-11504968.515041582
0,Eczema,T-Cell Lymphoma,local_entropy_4,Macrophages,0.5201325881283849,85.82187704118348,11837455.905,0.5153161761952725,85.02716907221995,11809274.75,0.9762518530518041,-1.896805649438933,-11444199.006229503
0,Eczema,T-Cell Lymphoma,local_entropy_5,Macrophages,0.5208444634288732,85.9393364657641,11835160.05,0.531097544935168,87.63109491430274,11806579.25,0.9693653858359824,-0.7730007464731212,-11385945.02001043
0,Psoriasis,Eczema,local_homophily_1,Macrophages,0.5143368997372594,84.86558845664781,15515382.95,0.5067495608841726,83.61367754588846,15496921.75,0.9731096620878634,-0.2837564332945819,-15041696.01922652
0,Psoriasis,Eczema,local_homophily_2,Macrophages,0.5496622970664121,90.694279015958,15513618.9,0.5725709497970151,94.47420671650748,15512593.75,0.9736258254473025,-2.649839488196166,-14881851.004279874
0,Psoriasis,Eczema,local_homophily_3,Macrophages,0.5743887255788954,94.77413972051774,15507723.9,0.6128063540011517,101.11304841019003,15512812.0,0.9475439268356373,-5.534130449504963,-14923164.012933668
0,Psoriasis,Eczema,local_homophily_4,Macrophages,0.5752145244084956,94.91039652740177,15500326.45,0.6314871679490051,104.19538271158584,15526841.25,0.95244369697681,-3.4392040720147348,-15011609.020777963
0,Psoriasis,Eczema,local_homophily_5,Macrophages,0.5767394003421294,95.16200105645137,15497150.97,0.6186998568986448,102.08547638827639,15528017.25,0.9796844498848155,-1.2589046495368486,-14968640.006665617
0,Psoriasis,T-Cell Lymphoma,local_homophily_1,Macrophages,0.450391624114964,74.31461797896908,18350531.865,0.43004753864109985,70.95784387578148,18303466.75,0.9960872497705745,0.9045157660761267,-17764739.00335439
0,Psoriasis,T-Cell Lymphoma,local_homophily_2,Macrophages,0.5317046278841077,87.73126360087777,18364448.87,0.5564963741490303,91.82190173459,18355687.75,0.9768905870861518,0.6448924273924722,-17702925.021085035
0,Psoriasis,T-Cell Lymphoma,local_homophily_3,Macrophages,0.5506908094615024,90.86398356114788,18371078.355,0.5760825851765672,95.05362655413359,18353941.0,0.9856908422353869,-0.04868665800905203,-17686238.00800198
0,Psoriasis,T-Cell Lymphoma,local_homophily_4,Macrophages,0.5449863504901533,89.92274783087528,18367771.46,0.5259941951465645,86.78904219918314,18399215.25,0.994412573705482,0.5956966582251024,-17725443.00315623
0,Psoriasis,T-Cell Lymphoma,local_homophily_5,Macrophages,0.5431107392226111,89.61327197173087,18366476.48,0.5202081890531249,85.83435119376563,18404926.75,0.9726604231706448,-3.237366046858086,-17772839.501668684
0,Eczema,T-Cell Lymphoma,local_homophily_1,Macrophages,0.5128816385293354,84.62547035734035,11834801.325,0.530632799477035,87.55441191371078,11833013.0,0.9714425437779568,0.7615960525301555,-11325046.527277904
0,Eczema,T-Cell Lymphoma,local_homophily_2,Macrophages,0.5272143089610379,86.99036097857127,11845106.34,0.6071014851381873,100.17174504780093,11859847.5,0.9931177359008251,-0.10709251676743747,-11307914.000173666
0,Eczema,T-Cell Lymphoma,local_homophily_3,Macrophages,0.5067504980768532,83.61383218268077,11854009.665,0.4865444424268639,80.27983300043255,11857430.75,0.992123290476742,0.1984240317388105,-11340151.50303708
0,Eczema,T-Cell Lymphoma,local_homophily_4,Macrophages,0.5109088423211356,84.29995898298738,11857213.16,0.5317583605669671,87.74012949354957,11869096.25,0.992475120883665,0.5503401008918938,-11305002.504828934
0,Eczema,T-Cell Lymphoma,local_homophily_5,Macrophages,0.5136109566834,84.74580785276098,11858570.035,0.5204165452379172,85.86872996425635,11872178.75,0.9847557988381254,-0.5455774007419392,-11351000.005912902
0,Psoriasis,Eczema,egophily_1,Macrophages,0.49475697483986225,81.63490084857727,15511472.665,0.48143388898452233,79.43659168244619,15548642.0,0.9711663211292095,-0.34217456765279597,-15003782.020825503
0,Psoriasis,Eczema,egophily_2,Macrophages,0.4841836800504158,79.8903072083186,15509096.265,0.48720691370643854,80.38914076156236,15522360.5,0.9791912707739594,-0.22966899112085382,-14932695.51343763
0,Psoriasis,Eczema,egophily_3,Macrophages,0.4708065847832692,77.68308648923941,15512343.7,0.44689040623960374,73.73691702953462,15519373.0,0.9818431798309262,-0.036830265722723965,-14884399.011945397
0,Psoriasis,Eczema,egophily_4,Macrophages,0.4867311475300252,80.31063934245417,15512609.58,0.49111956808942503,81.03472873475513,15526055.25,0.9823775935121314,-0.13791238794953775,-14881585.51079137
0,Psoriasis,Eczema,egophily_5,Macrophages,0.48865192468211094,80.6275675725483,15506470.515,0.493725323235476,81.46467833385356,15514826.5,0.996836153760955,0.5453343261233599,-14850800.000410786
0,Psoriasis,T-Cell Lymphoma,egophily_1,Macrophages,0.452449203826912,74.65411863144048,18346394.09,0.4433695110338288,73.15596932058176,18302359.75,0.9936844530989736,0.5526676377277382,-17649425.50362642
