,condition_1,condition_2,score,cell_type,p_value_mean,p_value_adj_mean,statistic_mean,p_value_median,p_value_adj_median,statistic_median,p_value_spread,p_value_adj_spread,statistic_spread
0,Psoriasis,Eczema,local_homophily_4,B-cells,2.0496576713259174e-19,3.381935157687764e-17,38465503.155,3.5717786628278285e-55,5.893434793665917e-53,38799706.75,9.008560821111805e-18,9.008560821111805e-18,-28047341.5
0,Psoriasis,Eczema,local_homophily_5,B-cells,8.964452630796793e-28,1.479134684081471e-25,37399274.905,2.576274392695605e-75,4.250852747947748e-73,37757753.75,8.882312088555413e-26,8.882312088555413e-26,-27355676.0
0,Psoriasis,T-Cell Lymphoma,local_homophily_1,B-cells,0.16828172629562488,27.766484838778116,68020562.86,0.0117729096787844,1.942530096999429,67206084.25,0.9924601270142601,0.9924601270099394,-52173927.007539876
0,Psoriasis,T-Cell Lymphoma,local_homophily_2,B-cells,0.010388472988190057,1.7140980430513593,73865828.44,4.2428333410229663e-20,7.000675012687892e-18,72806444.25,0.3944965720740825,0.3944965720740825,-55977183.105503425
0,Psoriasis,T-Cell Lymphoma,local_homophily_3,B-cells,0.0029569554307134153,0.4878976460677137,76452580.285,1.6202344462871195e-47,2.6733868363737478e-45,75486994.5,0.2953784477485701,0.2953784477485701,-56885113.70462155
0,Psoriasis,T-Cell Lymphoma,local_homophily_4,B-cells,0.0008911076627828099,0.14703276435916376,78295766.505,2.0855848794996823e-74,3.441215051174476e-72,77356498.25,0.0891086662180222,0.0891086662180222,-57178397.41089133
0,Psoriasis,T-Cell Lymphoma,local_homophily_5,B-cells,0.00547655679860129,0.9036318717692129,78751885.05,2.179372298259448e-81,3.5959642921280906e-79,77787646.0,0.5475629260398414,0.5475629260398414,-56685482.45243707
0,Eczema,T-Cell Lymphoma,local_homophily_1,B-cells,0.012180576607751247,2.0097951402789573,46207732.175,8.924557357231311e-34,1.472551963943166e-31,45844818.25,0.3357226137927944,0.3357226137927944,-29574562.164277386
0,Eczema,T-Cell Lymphoma,local_homophily_2,B-cells,3.493055554878373e-24,5.763541665549314e-22,48961742.2,9.856593823316761e-86,1.6263379808472655e-83,48087278.5,3.493048548035528e-22,3.493048548035528e-22,-32231150.0
0,Eczema,T-Cell Lymphoma,local_homophily_3,B-cells,2.852255979096954e-60,4.7062223655099735e-58,51306132.37,1.5600572653214034e-146,2.574094487780316e-144,50437911.25,2.852255979091979e-58,2.852255979091979e-58,-34219779.5
0,Eczema,T-Cell Lymphoma,local_homophily_4,B-cells,2.904869574629432e-97,4.793034798138563e-95,52940419.47,2.0145127903420312e-202,3.3239461040643527e-200,51827066.0,2.9048695746294325e-95,2.9048695746294325e-95,-35352524.5
0,Eczema,T-Cell Lymphoma,local_homophily_5,B-cells,1.6315496965222734e-129,2.6920569992617514e-127,54304112.915,1.6900021593947e-248,2.788503563001256e-246,53033141.0,1.6315496965222735e-127,1.6315496965222735e-127,-36276597.5
0,Psoriasis,Eczema,egophily_1,B-cells,0.038113133765801256,6.288667071357208,40106479.96,1.3665378018213626e-44,2.2547873730052484e-42,40230435.75,0.987269441686738,0.987269441686738,-32410520.512730557
0,Psoriasis,Eczema,egophily_2,B-cells,0.03713273048015084,6.126900529224889,38727124.985,3.379415627610966e-77,5.576035785558093e-75,38781008.0,0.8867956129895194,0.8867956129895194,-30029664.613204386
0,Psoriasis,Eczema,egophily_3,B-cells,0.00800902743550071,1.321489526857618,38652111.175,1.3318364891941755e-84,2.1975302071703892e-82,38738022.5,0.1960136505501482,0.1960136505501482,-28989519.80398635
0,Psoriasis,Eczema,egophily_4,B-cells,0.01583268446413251,2.612392936581865,39098271.41,7.786640402073755e-80,1.2847956663421695e-77,39088582.25,0.611945208665035,0.611945208665035,-28754293.88805479
0,Psoriasis,Eczema,egophily_5,B-cells,0.01904016730687501,3.1416276056343766,39070591.525,4.222096897338716e-80,6.966459880608882e-78,39145591.25,0.8606550925096216,0.8606550925096216,-28192583.13934491
0,Psoriasis,T-Cell Lymphoma,egophily_1,B-cells,3.2690040081663153e-12,5.393856613474421e-10,62952216.02,1.073078578238294e-30,1.770579654093185e-28,62607725.5,1.9618274738702667e-10,1.9618274738702667e-10,-47748228.0
0,Psoriasis,T-Cell Lymphoma,egophily_2,B-cells,4.344282652547173e-40,7.168066376702836e-38,57799599.29,1.975511359783264e-101,3.2595937436423855e-99,57675373.75,3.787998372457098e-38,3.787998372457098e-38,-43794919.0
0,Psoriasis,T-Cell Lymphoma,egophily_3,B-cells,9.409018126512331e-72,1.5524879908745346e-69,54311041.595,6.113260994684582e-170,1.0086880641229558e-167,54246283.0,9.409017644617158e-70,9.409017644617158e-70,-41302070.5
0,Psoriasis,T-Cell Lymphoma,egophily_4,B-cells,1.8466250658513564e-100,3.0469313586547385e-98,51722860.145,1.905730839733975e-232,3.144455885561058e-230,51526472.25,1.846583599102449e-98,1.846583599102449e-98,-39365374.5
0,Psoriasis,T-Cell Lymphoma,egophily_5,B-cells,5.929987418910706e-130,9.784479241202665e-128,49715088.765,5.647346469733297e-296,9.318121675059941e-294,49780271.75,5.929987313210461e-128,5.929987313210461e-128,-37817550.5
0,Eczema,T-Cell Lymphoma,egophily_1,B-cells,0.04107724473077906,6.777745380578546,43091134.105,1.593894598420915e-09,2.6299260873945096e-07,42940149.0,0.7690164267533404,0.7690164267533404,-26420565.230983574
0,Eczema,T-Cell Lymphoma,egophily_2,B-cells,0.03314587160929087,5.469068815532995,42407442.69,7.202335143042578e-15,1.1883852986020256e-12,42832090.5,0.9236227376439298,0.9236227376439298,-23789483.57637726
0,Eczema,T-Cell Lymphoma,egophily_3,B-cells,0.03862101918633357,6.372468165745041,41361965.05,1.8574637146565055e-19,3.0648151291832335e-17,42158354.25,0.9366373119871207,0.9366373119871207,-21825716.563362688
0,Eczema,T-Cell Lymphoma,egophily_4,B-cells,0.06573671112337559,10.846557335356975,40301821.525,1.828674195186322e-21,3.017312422057432e-19,41187472.25,0.9771754395291372,0.9771754395291372,-20231034.02282456
0,Eczema,T-Cell Lymphoma,egophily_5,B-cells,0.03660453443458444,6.039748181706434,39593268.22,2.7195306907694166e-22,4.4872256397695366e-20,40611787.0,0.6423540251421289,0.6423540251421289,-19223325.857645974
0,Psoriasis,Eczema,local_entropy_1,Basal keratinocytes,0.034401725357642327,5.676284684010991,10657301.94,0.0002288302356788,0.03775698888701235,10714956.25,0.8707650052944975,0.8707650050849167,-7543788.129234995
0,Psoriasis,Eczema,local_entropy_2,Basal keratinocytes,6.571319498204052e-05,0.010842677172036746,11099493.54,5.746295149750328e-13,9.48138699708804e-11,11129594.5,0.006545780788954,0.006545780788954,-7970948.493454219
0,Psoriasis,Eczema,local_entropy_3,Basal keratinocytes,1.8109524777611306e-11,2.988071588305866e-09,11580822.84,1.6358482517981294e-27,2.6991496154669134e-25,11643691.0,1.8109484729500622e-09,1.8109484729500622e-09,-8301319.499999998
0,Psoriasis,Eczema,local_entropy_4,Basal keratinocytes,1.8136426374890035e-20,2.992510351856856e-18,12055262.42,4.289539277269853e-49,7.077739807495255e-47,12113677.25,1.8134093624018383e-18,1.8134093624018383e-18,-8655330.5
0,Psoriasis,Eczema,local_entropy_5,Basal keratinocytes,4.290116049034076e-25,7.078691480906223e-23,12361344.95,1.1385666157424052e-65,1.8786349159749682e-63,12431489.5,4.289298073973178e-23,4.289298073973178e-23,-8773499.5
0,Psoriasis,T-Cell Lymphoma,local_entropy_1,Basal keratinocytes,0.00020642542045605543,0.03406019437525001,11296269.0,3.2011999894924325e-10,5.281979982662514e-08,11297647.0,0.0108403029579063,0.0108403029579063,-8484488.989159698
0,Psoriasis,T-Cell Lymphoma,local_entropy_2,Basal keratinocytes,4.164112028757372e-14,6.870784847449664e-12,10622569.385,7.060467819066051e-29,1.1649771901458984e-26,10594616.0,3.604950342629269e-12,3.604950342629269e-12,-8051334.5
0,Psoriasis,T-Cell Lymphoma,local_entropy_3,Basal keratinocytes,1.6080337688499329e-09,2.653255718602389e-07,10616783.635,1.1927081814374712e-29,1.9679684993718272e-27,10596028.0,1.5594594697071572e-07,1.5594594697071572e-07,-8096775.9999998445
0,Psoriasis,T-Cell Lymphoma,local_entropy_4,Basal keratinocytes,4.312150314063821e-06,0.0007115048018206331,10664683.935,2.5110924824243465e-29,4.143302596000171e-27,10689258.0,0.0003943551683217,0.0003943551683217,-8034892.9996056445
0,Psoriasis,T-Cell Lymphoma,local_entropy_5,Basal keratinocytes,9.235966260855089e-05,0.015239344330410895,10599056.82,3.4495430129781012e-31,5.691745971413866e-29,10670500.0,0.0091946233624864,0.0091946233624864,-7937922.990805376
0,Eczema,T-Cell Lymphoma,local_entropy_1,Basal keratinocytes,7.663640321704447e-11,1.2645006530812333e-08,6139420.305,1.5510800619279795e-18,2.559282102181166e-16,6071860.0,6.1977761026511354e-09,6.1977761026511354e-09,-4474427.9999999935
0,Eczema,T-Cell Lymphoma,local_entropy_2,Basal keratinocytes,7.431040887116087e-34,1.2261217463741544e-31,5488124.705,1.856167593909368e-55,3.0626765299504576e-53,5431172.25,7.083499984949066e-32,7.083499984949066e-32,-3956452.0
0,Eczema,T-Cell Lymphoma,local_entropy_3,Basal keratinocytes,3.417896045650554e-46,5.639528475323412e-44,5163353.335,3.355112265085634e-82,5.5359352373912965e-80,5102955.25,3.062124463419133e-44,3.062124463419133e-44,-3776003.5
0,Eczema,T-Cell Lymphoma,local_entropy_4,Basal keratinocytes,3.909032147808036e-55,6.449903043883259e-53,4855075.505,4.897736456011629e-111,8.081265152419187e-109,4800127.0,3.908960486990849e-53,3.908960486990849e-53,-3604639.5
0,Eczema,T-Cell Lymphoma,local_entropy_5,Basal keratinocytes,1.3918782650186827e-69,2.296599137280827e-67,4604476.23,8.99536115920645e-141,1.4842345912690642e-138,4534321.0,1.3918421279297351e-67,1.3918421279297351e-67,-3453575.0
0,Psoriasis,Eczema,local_homophily_1,Basal keratinocytes,0.16936692495061012,27.945542616850677,9934006.855,0.02071571565778785,3.418093083535001,9972961.5,0.9611922754538617,0.961192240457856,-6957644.538807725
0,Psoriasis,Eczema,local_homophily_2,Basal keratinocytes,5.972133530811412e-06,0.0009854020325839495,9268475.16,5.019727178927128e-13,8.282549845229761e-11,9325369.5,0.0005846550378667,0.0005846550378667,-6477645.999415345
0,Psoriasis,Eczema,local_homophily_3,Basal keratinocytes,6.163723958761061e-23,1.0170144531955751e-20,8470527.15,2.4905311005499285e-42,4.109376315907382e-40,8517155.75,6.155965421727361e-21,6.155965421727361e-21,-5961018.0
0,Psoriasis,Eczema,local_homophily_4,Basal keratinocytes,6.129041267469203e-48,1.0112918091324189e-45,7828222.035,3.930404544039425e-77,6.485167497665051e-75,7884553.25,6.126896738222091e-46,6.126896738222091e-46,-5494137.0
0,Psoriasis,Eczema,local_homophily_5,Basal keratinocytes,6.483488886981866e-63,1.0697756663520081e-60,7519560.775,1.3889397227622294e-97,2.2917505425576784e-95,7568669.25,5.8492169140932964e-61,5.8492169140932964e-61,-5253858.0
0,Psoriasis,T-Cell Lymphoma,local_homophily_1,Basal keratinocytes,2.9950751589409573e-10,4.9418740122525814e-08,13687934.63,2.4183909919801897e-24,3.990345136767313e-22,13650167.25,2.621056914051098e-08,2.621056914051098e-08,-9797680.499999974
0,Psoriasis,T-Cell Lymphoma,local_homophily_2,Basal keratinocytes,8.805744489100162e-15,1.4529478407015266e-12,13762597.545,1.8222354757250253e-27,3.006688534946292e-25,13731336.25,5.91218256344982e-13,5.91218256344982e-13,-9726255.0
0,Psoriasis,T-Cell Lymphoma,local_homophily_3,Basal keratinocytes,3.5742945145105468e-12,5.897585948942403e-10,13833199.955,2.5075780135666224e-30,4.137503722384926e-28,13736238.25,3.3857606621363576e-10,3.3857606621363576e-10,-9622376.5
0,Psoriasis,T-Cell Lymphoma,local_homophily_4,Basal keratinocytes,2.180492624925705e-08,3.597812831126762e-06,13688110.275,7.017885689460976e-26,1.157951138761061e-23,13615572.25,1.7161931641840318e-06,1.7161931641840318e-06,-9516994.499998285
0,Psoriasis,T-Cell Lymphoma,local_homophily_5,Basal keratinocytes,1.268724704413998e-08,2.0933957622825963e-06,13783059.795,2.4167652423969514e-29,3.98766264995497e-27,13693011.75,8.387620537578792e-07,8.387620537578792e-07,-9525785.499999162
0,Eczema,T-Cell Lymphoma,local_homophily_1,Basal keratinocytes,1.421542751213898e-17,2.345545539502932e-15,7942881.885,2.156691602240571e-27,3.558541143696942e-25,7984591.75,8.143127518307735e-16,8.143127518307735e-16,-5654120.5
0,Eczema,T-Cell Lymphoma,local_homophily_2,Basal keratinocytes,5.171044480628304e-38,8.532223393036702e-36,8389448.155,6.666530083896258e-54,1.0999774638428827e-51,8411661.5,3.0179180099738334e-36,3.0179180099738334e-36,-6062996.0
0,Eczema,T-Cell Lymphoma,local_homophily_3,Basal keratinocytes,4.664773615872854e-72,7.69687646619021e-70,8972677.37,1.7687568708123996e-104,2.91844883684046e-102,8985348.5,4.656652131323032e-70,4.656652131323032e-70,-6459103.0
0,Eczema,T-Cell Lymphoma,local_homophily_4,Basal keratinocytes,2.4140184519779302e-102,3.9831304457635845e-100,9358704.96,1.4958806166432107e-147,2.4682030174612978e-145,9390817.0,1.3807781857502506e-100,1.3807781857502506e-100,-6740883.0
0,Eczema,T-Cell Lymphoma,local_homophily_5,Basal keratinocytes,5.277322079679953e-125,8.707581431471922e-123,9633917.105,3.957579335231138e-183,6.530005903131378e-181,9686351.25,5.277055297717573e-123,5.277055297717573e-123,-6920318.0
0,Psoriasis,Eczema,egophily_1,Basal keratinocytes,0.02250589825037928,3.7134732113125826,10931529.365,1.0415825294818328e-08,1.7186111736450238e-06,10820514.75,0.5592556983030175,0.5592556983030175,-7479725.440744301
0,Psoriasis,Eczema,egophily_2,Basal keratinocytes,0.03987341438289993,6.57911337317849,11109087.015,9.007834356964355e-12,1.486292668899118e-09,10982593.25,0.7852449103745348,0.7852449103745348,-7355702.71475509
0,Psoriasis,Eczema,egophily_3,Basal keratinocytes,0.028601092897810453,4.719180328138725,11463537.795,5.333604124760326e-21,8.800446805854539e-19,11339323.25,0.8784529248602202,0.8784529248602202,-7318181.621547075
0,Psoriasis,Eczema,egophily_4,Basal keratinocytes,0.0453873756417667,7.48891698089151,11407827.96,4.551684897382486e-20,7.510280080681099e-18,11343817.0,0.9442753533299952,0.9442753533299952,-7092216.055724647
0,Psoriasis,Eczema,egophily_5,Basal keratinocytes,0.03731159335334851,6.156412903302506,11477925.27,5.5585799976932345e-24,9.171656996193836e-22,11396309.5,0.9161791039400162,0.9161791039400162,-7031875.583820896
0,Psoriasis,T-Cell Lymphoma,egophily_1,Basal keratinocytes,0.004511824438607896,0.7444510323703032,13360162.035,6.088766753957545e-16,1.004646514402995e-13,13382558.25,0.3588308873674857,0.3588308873674857,-9507116.141169112
0,Psoriasis,T-Cell Lymphoma,egophily_2,Basal keratinocytes,0.016225014867684753,2.6771274531679854,13595766.755,4.486277951413962e-21,7.402358619833038e-19,13682315.25,0.6313499662346641,0.6313499662346641,-9661203.368650034
0,Psoriasis,T-Cell Lymphoma,egophily_3,Basal keratinocytes,0.02299444587375584,3.794083569169714,13818239.485,1.3766872753351507e-27,2.271534004302999e-25,13818138.75,0.8046371207575528,0.8046371207575528,-9726678.195362879
0,Psoriasis,T-Cell Lymphoma,egophily_4,Basal keratinocytes,0.02162177946490328,3.5675936117090425,13958104.715,6.552610265442132e-33,1.081180693797952e-30,13932796.5,0.7020047220036048,0.7020047220036048,-9519361.797995279
0,Psoriasis,T-Cell Lymphoma,egophily_5,Basal keratinocytes,0.024618153203151704,4.061995278520032,13837797.76,2.184649292678884e-28,3.604671332920158e-26,13838562.75,0.7368665540884336,0.7368665540884336,-9255024.263133446
0,Eczema,T-Cell Lymphoma,egophily_1,Basal keratinocytes,0.24254536771974494,40.019985673757915,7087016.61,0.11015009210449994,18.174765197242497,7139134.75,0.9789424966083518,0.9789417658403854,-4959427.021057499
0,Eczema,T-Cell Lymphoma,egophily_2,Basal keratinocytes,0.18708216399604904,30.868557059348106,7107560.9,0.03662781057948425,6.04358874561491,7122222.25,0.9104962251935256,0.9104962251935256,-4943867.589503774
0,Eczema,T-Cell Lymphoma,egophily_3,Basal keratinocytes,0.16758764275767213,27.65196105501591,7002481.745,0.025295468885849548,4.173752366165184,7007528.75,0.9804861111221238,0.9804861111221238,-4848885.519513889
0,Eczema,T-Cell Lymphoma,egophily_4,Basal keratinocytes,0.13636796612720317,22.500714410988525,7134266.355,0.00214570331080905,0.3540410462835018,7140436.5,0.9263591543036204,0.9263591543036204,-4897418.573640846
0,Eczema,T-Cell Lymphoma,egophily_5,Basal keratinocytes,0.15245885307417775,25.15571075723933,6991048.355,0.0034916275913493,0.5761185525726441,6966663.25,0.9800634383417048,0.9800634383417048,-4761996.519936562
0,Psoriasis,Eczema,local_entropy_1,Endothelial cells,0.0,0.0,318598970.225,0.0,0.0,316501946.25,0.0,0.0,-252135149.5
0,Psoriasis,Eczema,local_entropy_2,Endothelial cells,0.0,0.0,323066668.205,0.0,0.0,322380465.75,0.0,0.0,-254108161.0
0,Psoriasis,Eczema,local_entropy_3,Endothelial cells,0.0,0.0,325545199.68,0.0,0.0,325770017.0,0.0,0.0,-254694536.0
0,Psoriasis,Eczema,local_entropy_4,Endothelial cells,0.0,0.0,331470197.32,0.0,0.0,332029504.0,0.0,0.0,-257982578.5
0,Psoriasis,Eczema,local_entropy_5,Endothelial cells,0.0,0.0,337904156.77,0.0,0.0,338377313.5,0.0,0.0,-262156623.0
0,Psoriasis,T-Cell Lymphoma,local_entropy_1,Endothelial cells,0.0038324049430556216,0.6323468156041779,156711638.125,1.6017690866658768e-44,2.6429189929986964e-42,157024971.75,0.3677178910551554,0.3677178910551554,-97731137.13228211
0,Psoriasis,T-Cell Lymphoma,local_entropy_2,Endothelial cells,8.531681951717729e-05,0.014077275220334385,153188567.95,3.3032853975549645e-70,5.450420905965691e-68,152936361.0,0.0085312648965104,0.0085312648965104,-93334104.99146874
0,Psoriasis,T-Cell Lymphoma,local_entropy_3,Endothelial cells,0.00016634782875092288,0.027447391743902275,152038817.475,8.341973763637912e-76,1.3764256710002557e-73,153099429.0,0.0166331567291813,0.0166331567291813,-90817584.48336685
0,Psoriasis,T-Cell Lymphoma,local_entropy_4,Endothelial cells,0.010480555761854948,1.7292917007060664,153808994.08,5.210345772811952e-62,8.597070525139722e-60,155374975.25,0.970199941863109,0.970199941863109,-91194369.02980006
0,Psoriasis,T-Cell Lymphoma,local_entropy_5,Endothelial cells,0.030904488026095293,5.099240524305724,156239954.655,4.793448313285014e-47,7.909189716920274e-45,157692579.75,0.978275811512042,0.978275811512042,-92048374.0217242
0,Eczema,T-Cell Lymphoma,local_entropy_1,Endothelial cells,0.0,0.0,129416608.685,0.0,0.0,130753160.25,0.0,0.0,-93810464.5
0,Eczema,T-Cell Lymphoma,local_entropy_2,Endothelial cells,0.0,0.0,123583795.235,0.0,0.0,123484777.75,0.0,0.0,-89370226.5
0,Eczema,T-Cell Lymphoma,local_entropy_3,Endothelial cells,0.0,0.0,120924154.92,0.0,0.0,120316241.0,0.0,0.0,-86873135.5
0,Eczema,T-Cell Lymphoma,local_entropy_4,Endothelial cells,0.0,0.0,118648312.665,0.0,0.0,118644020.5,0.0,0.0,-85127932.0
0,Eczema,T-Cell Lymphoma,local_entropy_5,Endothelial cells,0.0,0.0,116179589.89,0.0,0.0,115651765.0,0.0,0.0,-82905418.0
0,Psoriasis,Eczema,local_homophily_1,Endothelial cells,0.0,0.0,171734498.465,0.0,0.0,173129004.25,0.0,0.0,-117231533.0
0,Psoriasis,Eczema,local_homophily_2,Endothelial cells,0.0,0.0,169045918.88,0.0,0.0,170707023.5,0.0,0.0,-115614524.0
0,Psoriasis,Eczema,local_homophily_3,Endothelial cells,0.0,0.0,163516561.155,0.0,0.0,164912185.0,0.0,0.0,-110649787.0
0,Psoriasis,Eczema,local_homophily_4,Endothelial cells,0.0,0.0,157228871.525,0.0,0.0,159653625.25,0.0,0.0,-105487009.5
0,Psoriasis,Eczema,local_homophily_5,Endothelial cells,0.0,0.0,151373280.825,0.0,0.0,153750640.75,0.0,0.0,-100382354.5
0,Psoriasis,T-Cell Lymphoma,local_homophily_1,Endothelial cells,0.009989154897578852,1.6482105581005106,184907582.835,3.3158578214515e-41,5.4711654053949755e-39,182174634.25,0.8041320359472203,0.8041320359472203,-138405494.19586796
0,Psoriasis,T-Cell Lymphoma,local_homophily_2,Endothelial cells,9.237923372883517e-09,1.5242573565251092e-06,191603669.925,3.7870125370491486e-86,6.248570686131094e-84,190116508.5,9.237908424870736e-07,9.237908424870736e-07,-144828736.49999908
0,Psoriasis,T-Cell Lymphoma,local_homophily_3,Endothelial cells,1.971843806894789e-16,3.2535422813764017e-14,196478088.08,2.4537703327795067e-127,4.0487210490861857e-125,195265289.75,1.9718438068387782e-14,1.9718438068387782e-14,-147677151.0
0,Psoriasis,T-Cell Lymphoma,local_homophily_4,Endothelial cells,6.476308650814907e-15,1.0685909273844595e-12,198143266.215,3.269426598566499e-144,5.394553887634723e-142,197165356.25,6.476308650794688e-13,6.476308650794688e-13,-147568434.0
0,Psoriasis,T-Cell Lymphoma,local_homophily_5,Endothelial cells,1.0112297843705981e-13,1.668529144211486e-11,199156008.09,4.673341029545736e-155,7.711012698750465e-153,197907532.25,1.0112297843652884e-11,1.0112297843652884e-11,-147285570.0
0,Eczema,T-Cell Lymphoma,local_homophily_1,Endothelial cells,0.0,0.0,274327522.755,0.0,0.0,275040089.25,0.0,0.0,-209935073.5
0,Eczema,T-Cell Lymphoma,local_homophily_2,Endothelial cells,0.0,0.0,280712636.305,0.0,0.0,281892226.5,0.0,0.0,-213416193.5
0,Eczema,T-Cell Lymphoma,local_homophily_3,Endothelial cells,0.0,0.0,288336218.055,0.0,0.0,289340111.0,0.0,0.0,-219200202.0
0,Eczema,T-Cell Lymphoma,local_homophily_4,Endothelial cells,0.0,0.0,293836049.905,0.0,0.0,294754567.75,0.0,0.0,-223537732.5
0,Eczema,T-Cell Lymphoma,local_homophily_5,Endothelial cells,0.0,0.0,298466413.44,0.0,0.0,299521938.25,0.0,0.0,-227398272.5
0,Psoriasis,Eczema,egophily_1,Endothelial cells,0.0,0.0,158397760.255,0.0,0.0,159477087.5,0.0,0.0,-104681443.0
0,Psoriasis,Eczema,egophily_2,Endothelial cells,0.0,0.0,137227603.555,0.0,0.0,137646146.0,0.0,0.0,-86782773.0
0,Psoriasis,Eczema,egophily_3,Endothelial cells,0.0,0.0,127332207.455,0.0,0.0,128320119.75,0.0,0.0,-77871900.0
0,Psoriasis,Eczema,egophily_4,Endothelial cells,0.0,0.0,119174084.24,0.0,0.0,119510490.75,0.0,0.0,-71542444.5
0,Psoriasis,Eczema,egophily_5,Endothelial cells,0.0,0.0,112246422.195,0.0,0.0,111570969.75,0.0,0.0,-65749414.0
0,Psoriasis,T-Cell Lymphoma,egophily_1,Endothelial cells,0.04311453249624856,7.113897861881014,181123596.03,2.343166678315182e-22,3.86622501922005e-20,178495122.5,0.6527319308688608,0.6527319308688608,-131475538.34726807
0,Psoriasis,T-Cell Lymphoma,egophily_2,Endothelial cells,0.054242474669550685,8.950008320475865,180856541.48,1.76648596453909e-20,2.9147018414894977e-18,177439768.0,0.984613618356675,0.984613618356675,-126149319.51538639
0,Psoriasis,T-Cell Lymphoma,egophily_3,Endothelial cells,0.032782562251033605,5.409122771420547,180213028.145,4.840219751235707e-19,7.986362589538914e-17,176664872.75,0.8121491952447144,0.8121491952447144,-122227169.1878508
