,condition_1,condition_2,score,statistic,p_value,p_value_adj
9,Psoriasis,Eczema,local_homophily_4,3145569622.5,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3076817340.0,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4398673085.5,0.0,0.0
12,Psoriasis,Eczema,local_entropy_2,4455979661.5,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4520014964.0,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4591077554.5,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,4665176464.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3672871759.0,3.1957476002460027e-165,9.587242800738007e-165
17,Psoriasis,Eczema,egophily_2,3692284652.0,8.470524855084981e-144,2.541157456525494e-143
18,Psoriasis,Eczema,egophily_3,3721965031.0,2.2607484360133583e-115,6.7822453080400745e-115
19,Psoriasis,Eczema,egophily_4,3719776512.5,2.343873630387123e-117,7.03162089116137e-117
20,Psoriasis,Eczema,egophily_5,3714274190.5,1.9985934094315194e-122,5.995780228294558e-122
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,5218279166.5,1.0026139564077323e-289,3.007841869223197e-289
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,5477438612.5,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,5664176642.0,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,5791199258.0,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,5885878112.0,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,4278906976.5,0.0,0.0
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4033666119.5,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,3926147852.0,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,3864721697.5,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,3835265314.5,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,5053319752.5,2.071122362885923e-119,6.213367088657769e-119
32,Psoriasis,T-Cell Lymphoma,egophily_2,5083743268.0,3.91161011812316e-144,1.1734830354369479e-143
33,Psoriasis,T-Cell Lymphoma,egophily_3,5083180987.0,1.3191288392043938e-143,3.957386517613181e-143
34,Psoriasis,T-Cell Lymphoma,egophily_4,5078340459.5,2.3343482183239362e-139,7.003044654971809e-139
35,Psoriasis,T-Cell Lymphoma,egophily_5,5062122777.5,1.324080724914217e-125,3.972242174742651e-125
36,Eczema,T-Cell Lymphoma,local_homophily_1,3509875115.5,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,3773006791.0,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,3943918296.5,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4064349947.5,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,4156960044.0,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2285626599.0,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2112598370.0,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2014179888.0,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,1938337407.0,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,1878245532.5,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3309778055.5,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3298743656.5,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3277033148.0,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3273310618.5,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,3270277964.5,0.0,0.0
0,Psoriasis,Eczema,global_homophily,71.0,0.08901797772326324,0.2670539331697897
1,Psoriasis,Eczema,global_entropy,151.0,0.11498741920155964,0.3449622576046789
2,Psoriasis,T-Cell Lymphoma,global_homophily,155.0,0.08149464839345506,0.2444839451803652
3,Psoriasis,T-Cell Lymphoma,global_entropy,100.0,0.6186695570822622,1.8560086712467867
4,Eczema,T-Cell Lymphoma,global_homophily,189.0,0.001619713575230349,0.004859140725691047
5,Eczema,T-Cell Lymphoma,global_entropy,60.0,0.03101661143801677,0.09304983431405031
6,Psoriasis,Eczema,local_homophily_1,3082585551.5,0.0,0.0
7,Psoriasis,Eczema,local_homophily_2,2918858397.0,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,2822603310.0,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,2748294679.0,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,2687724413.0,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4034624960.0,0.0,0.0
12,Psoriasis,Eczema,local_entropy_2,4112548973.0,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4172276086.5,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4231456978.5,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,4292305725.5,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3212517120.5,1.8609143181467946e-250,5.582742954440384e-250
17,Psoriasis,Eczema,egophily_2,3228115724.5,3.658789067487684e-227,1.0976367202463052e-226
18,Psoriasis,Eczema,egophily_3,3244813433.5,4.7014480057638316e-205,1.4104344017291496e-204
19,Psoriasis,Eczema,egophily_4,3241249416.0,1.1485849455910662e-209,3.4457548367731986e-209
20,Psoriasis,Eczema,egophily_5,3235424982.0,2.5522608286995206e-217,7.656782486098563e-217
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,5524013144.0,1.3635041385474919e-174,4.090512415642476e-174
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,5744004954.0,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,5897948814.0,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,6003029125.5,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,6079395975.5,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,4762513557.5,2.5050197006951214e-188,7.515059102085364e-188
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4564327419.5,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4495578921.0,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4458958674.0,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4450907050.5,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,5386329567.5,7.690497179370521e-71,2.3071491538111564e-70
32,Psoriasis,T-Cell Lymphoma,egophily_2,5403425886.0,1.460623979863616e-80,4.381871939590848e-80
33,Psoriasis,T-Cell Lymphoma,egophily_3,5407054629.5,8.045203665192299e-83,2.4135610995576898e-82
34,Psoriasis,T-Cell Lymphoma,egophily_4,5399369039.0,4.916565008431219e-78,1.4749695025293657e-77
35,Psoriasis,T-Cell Lymphoma,egophily_5,5381392028.5,2.07407318593302e-67,6.22221955779906e-67
36,Eczema,T-Cell Lymphoma,local_homophily_1,3448342877.0,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,3702834211.0,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,3870970305.5,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,3990121947.0,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,4077513158.0,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2292925365.5,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2116741899.0,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2013833293.0,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,1937174945.0,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,1874736880.5,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3256713410.5,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3245442795.0,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3223789587.5,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3218300848.5,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,3209553525.5,0.0,0.0
0,Psoriasis,Eczema,global_homophily,80.0,0.1844100692216365,0.5532302076649095
1,Psoriasis,Eczema,global_entropy,141.0,0.24548500120312422,0.7364550036093727
2,Psoriasis,T-Cell Lymphoma,global_homophily,144.0,0.1985058531538877,0.5955175594616631
3,Psoriasis,T-Cell Lymphoma,global_entropy,103.0,0.7089232340537643,2.126769702161293
4,Eczema,T-Cell Lymphoma,global_homophily,196.0,0.0005759812107616887,0.0017279436322850663
5,Eczema,T-Cell Lymphoma,global_entropy,79.0,0.17106923105635186,0.5132076931690556
6,Psoriasis,Eczema,local_homophily_1,3908315373.5,0.0,0.0
7,Psoriasis,Eczema,local_homophily_2,3732957856.0,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3618280897.5,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3528026178.0,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3458394507.5,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4817118668.5,4.1194872248427216e-306,1.2358461674528164e-305
12,Psoriasis,Eczema,local_entropy_2,4849060787.0,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4892231532.0,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4946997152.0,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,5011842883.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,4043865386.0,3.7402877044372095e-170,1.122086311331163e-169
17,Psoriasis,Eczema,egophily_2,4071308860.0,2.596510860493968e-142,7.789532581481904e-142
18,Psoriasis,Eczema,egophily_3,4107391138.0,9.65438364078911e-111,2.896315092236733e-110
19,Psoriasis,Eczema,egophily_4,4104438223.0,3.590628861741487e-113,1.077188658522446e-112
20,Psoriasis,Eczema,egophily_5,4103769264.0,1.0022254571447602e-113,3.0066763714342805e-113
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,6465278999.0,2.7202225590007647e-255,8.160667677002294e-255
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,6748649317.0,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6953838517.0,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,7100819644.0,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,7210901337.0,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,5450210657.5,3.4857144655747976e-264,1.0457143396724392e-263
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,5202160636.0,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,5099255186.0,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,5041800374.0,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,5028973699.5,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,6283223210.0,2.680715908725442e-105,8.042147726176326e-105
32,Psoriasis,T-Cell Lymphoma,egophily_2,6286481191.0,1.589703124818137e-106,4.769109374454411e-106
33,Psoriasis,T-Cell Lymphoma,egophily_3,6291603089.5,7.800483725303718e-110,2.3401451175911154e-109
34,Psoriasis,T-Cell Lymphoma,egophily_4,6286410871.0,1.8755510484541774e-106,5.626653145362532e-106
35,Psoriasis,T-Cell Lymphoma,egophily_5,6262292746.0,1.8437815483460271e-91,5.531344645038081e-91
36,Eczema,T-Cell Lymphoma,local_homophily_1,4000900493.5,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,4257199227.0,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,4433875369.0,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4568047506.5,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,4677638653.0,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2926197353.0,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2832186306.5,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2793965559.5,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2762512485.5,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2726719591.5,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3819961175.5,3.126725742257255e-303,9.380177226771764e-303
47,Eczema,T-Cell Lymphoma,egophily_2,3784984264.5,1.466042980584656e-246,4.398128941753968e-246
48,Eczema,T-Cell Lymphoma,egophily_3,3751429916.0,1.6150649342836067e-199,4.84519480285082e-199
49,Eczema,T-Cell Lymphoma,egophily_4,3740458332.5,3.099353864657627e-185,9.298061593972881e-185
50,Eczema,T-Cell Lymphoma,egophily_5,3728542725.0,2.4772195251284364e-170,7.431658575385309e-170
0,Psoriasis,Eczema,global_homophily,66.0,0.05639236422683157,0.1691770926804947
1,Psoriasis,Eczema,global_entropy,150.0,0.12486035998214667,0.37458107994644
2,Psoriasis,T-Cell Lymphoma,global_homophily,144.0,0.1985058531538877,0.5955175594616631
3,Psoriasis,T-Cell Lymphoma,global_entropy,91.0,0.38373262766250305,1.1511978829875091
4,Eczema,T-Cell Lymphoma,global_homophily,189.0,0.001619713575230349,0.004859140725691047
5,Eczema,T-Cell Lymphoma,global_entropy,74.0,0.11498741920155964,0.3449622576046789
6,Psoriasis,Eczema,local_homophily_1,3235536693.0,0.0,0.0
7,Psoriasis,Eczema,local_homophily_2,3063678445.5,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,2957704045.5,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,2881837497.5,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,2823693442.0,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4146587780.0,0.0,0.0
12,Psoriasis,Eczema,local_entropy_2,4206009011.5,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4260421213.0,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4313389565.5,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,4369126716.5,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3371478950.0,5.62135184881195e-209,1.686405554643585e-208
17,Psoriasis,Eczema,egophily_2,3387957362.5,4.656432131530448e-187,1.3969296394591344e-186
18,Psoriasis,Eczema,egophily_3,3416414931.0,3.521629059742919e-154,1.0564887179228759e-153
19,Psoriasis,Eczema,egophily_4,3414987242.5,9.500995022115071e-156,2.8502985066345217e-155
20,Psoriasis,Eczema,egophily_5,3411613868.0,1.7099344054844016e-159,5.129803216453204e-159
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,6229841938.0,0.0,0.0
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,6576179541.5,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6826272425.5,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,6994131931.0,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,7114074588.5,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,5035025558.0,0.0,0.0
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4711881554.0,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4573550440.0,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4498164677.0,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4463515746.5,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,6011280002.5,1.2575076449823401e-143,3.7725229349470203e-143
32,Psoriasis,T-Cell Lymphoma,egophily_2,6051895588.0,9.158795715441437e-176,2.747638714632431e-175
33,Psoriasis,T-Cell Lymphoma,egophily_3,6058257060.0,2.9304654059640505e-181,8.791396217892152e-181
34,Psoriasis,T-Cell Lymphoma,egophily_4,6050348771.5,2.1669309658991933e-174,6.50079289769758e-174
35,Psoriasis,T-Cell Lymphoma,egophily_5,6032395339.0,2.663493576320844e-159,7.990480728962532e-159
36,Eczema,T-Cell Lymphoma,local_homophily_1,4270617882.5,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,4562215135.0,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,4761417844.0,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4904254828.0,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,5014153340.5,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,3085646654.5,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2957246393.5,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2898698749.5,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2850984547.5,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2804400086.0,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,4063126774.0,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,4037735853.0,9.205588934072523e-278,2.7616766802217565e-277
48,Eczema,T-Cell Lymphoma,egophily_3,4000292584.0,2.640154448184109e-224,7.920463344552328e-224
49,Eczema,T-Cell Lymphoma,egophily_4,3987983648.0,5.3363157982442335e-208,1.6008947394732702e-207
50,Eczema,T-Cell Lymphoma,egophily_5,3977780716.0,5.893809213875455e-195,1.7681427641626364e-194
0,Psoriasis,Eczema,global_homophily,77.0,0.14657603430900068,0.43972810292700204
1,Psoriasis,Eczema,global_entropy,140.0,0.26275304114766074,0.7882591234429822
2,Psoriasis,T-Cell Lymphoma,global_homophily,170.0,0.01806662299891238,0.05419986899673714
3,Psoriasis,T-Cell Lymphoma,global_entropy,87.0,0.2997583700887151,0.8992751102661453
4,Eczema,T-Cell Lymphoma,global_homophily,197.0,0.0004936885181146133,0.00148106555434384
5,Eczema,T-Cell Lymphoma,global_entropy,52.0,0.012821684691391543,0.03846505407417463
6,Psoriasis,Eczema,local_homophily_1,3561659457.0,0.0,0.0
7,Psoriasis,Eczema,local_homophily_2,3378634113.5,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3256089067.5,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3160736144.5,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3086250848.5,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4484391668.0,0.0,0.0
12,Psoriasis,Eczema,local_entropy_2,4533488685.5,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4580161705.0,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4632935612.0,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,4695900039.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3700231450.0,2.6578951711046134e-191,7.97368551331384e-191
17,Psoriasis,Eczema,egophily_2,3721719153.5,3.3460520226865285e-166,1.0038156068059585e-165
18,Psoriasis,Eczema,egophily_3,3757392530.5,2.893796367785349e-130,8.681389103356047e-130
19,Psoriasis,Eczema,egophily_4,3756984106.0,1.1955638883803854e-130,3.586691665141156e-130
20,Psoriasis,Eczema,egophily_5,3756362589.0,3.085199272125664e-131,9.255597816376992e-131
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,6244989781.5,4.0632834847201456e-247,1.2189850454160436e-246
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,6521689016.5,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6717101398.0,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,6847722459.0,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,6939393256.5,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,5241958430.0,2.6600747838550958e-284,7.980224351565287e-284
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4953591790.5,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4829602896.0,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4771357816.5,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4759931697.0,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,6065136875.0,7.062960774417942e-99,2.1188882323253828e-98
32,Psoriasis,T-Cell Lymphoma,egophily_2,6105633523.0,1.8948092366707066e-125,5.684427710012119e-125
33,Psoriasis,T-Cell Lymphoma,egophily_3,6117170721.5,7.689674041939801e-134,2.3069022125819405e-133
34,Psoriasis,T-Cell Lymphoma,egophily_4,6105089299.0,4.988582549341883e-125,1.496574764802565e-124
35,Psoriasis,T-Cell Lymphoma,egophily_5,6084984010.5,4.849075296148229e-111,1.454722588844469e-110
36,Eczema,T-Cell Lymphoma,local_homophily_1,3339189172.5,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,3592448674.5,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,3753646860.5,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,3866474060.0,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,3950867864.0,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2101473707.5,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,1910098833.0,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,1804614078.5,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,1728688247.0,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,1668459912.5,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3143747638.5,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3140006084.5,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3121818723.5,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3118572407.5,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,3113260370.5,0.0,0.0
0,Psoriasis,Eczema,global_homophily,70.0,0.08149464839345506,0.2444839451803652
1,Psoriasis,Eczema,global_entropy,153.0,0.09709106759647709,0.29127320278943125
2,Psoriasis,T-Cell Lymphoma,global_homophily,172.0,0.014396852751179462,0.04319055825353839
3,Psoriasis,T-Cell Lymphoma,global_entropy,85.0,0.26275304114766074,0.7882591234429822
4,Eczema,T-Cell Lymphoma,global_homophily,203.0,0.00018919298065443355,0.0005675789419633007
5,Eczema,T-Cell Lymphoma,global_entropy,64.0,0.04648668639528603,0.1394600591858581
6,Psoriasis,Eczema,local_homophily_1,3689409272.0,0.0,0.0
7,Psoriasis,Eczema,local_homophily_2,3465473466.5,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3324243499.0,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3218355264.0,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3136455491.5,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4827483117.0,0.0,0.0
12,Psoriasis,Eczema,local_entropy_2,4948713470.0,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,5052984503.0,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,5154459789.0,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,5258229569.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3865078028.0,1.258249560562691e-252,3.774748681688073e-252
17,Psoriasis,Eczema,egophily_2,3873463133.0,2.355670142250601e-240,7.067010426751803e-240
18,Psoriasis,Eczema,egophily_3,3907060940.0,1.8687224682861933e-200,5.60616740485858e-200
19,Psoriasis,Eczema,egophily_4,3896971867.5,4.891408857090711e-212,1.4674226571272133e-211
20,Psoriasis,Eczema,egophily_5,3886813486.0,4.937704129854191e-224,1.4813112389562573e-223
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,5687362520.5,1.2807913392529652e-218,3.8423740177588955e-218
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,5941347314.5,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6125136407.0,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,6246631064.5,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,6335599677.0,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,4820952125.5,2.435369311885376e-235,7.306107935656128e-235
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4629554066.0,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4569855494.0,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4539806177.5,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4537525085.0,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,5529173970.0,1.6274650538152943e-87,4.882395161445883e-87
32,Psoriasis,T-Cell Lymphoma,egophily_2,5549551446.0,2.735178066131079e-100,8.205534198393237e-100
33,Psoriasis,T-Cell Lymphoma,egophily_3,5542757894.5,1.1500638912689764e-95,3.450191673806929e-95
34,Psoriasis,T-Cell Lymphoma,egophily_4,5529371252.5,6.439408846890769e-87,1.9318226540672308e-86
35,Psoriasis,T-Cell Lymphoma,egophily_5,5509775679.0,6.975464395427446e-75,2.092639318628234e-74
36,Eczema,T-Cell Lymphoma,local_homophily_1,3827620882.0,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,4108155868.0,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,4295784295.0,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4427689611.0,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,4525189445.5,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2618057650.0,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2465733116.0,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2400577097.0,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2349363143.5,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2302085530.0,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3624339276.0,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3610961406.5,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3577217174.5,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3564417315.0,6.876133992642175e-293,2.0628401977926527e-292
50,Eczema,T-Cell Lymphoma,egophily_5,3553056789.0,6.932972619884287e-274,2.0798917859652862e-273
0,Psoriasis,Eczema,global_homophily,71.0,0.08901797772326324,0.2670539331697897
1,Psoriasis,Eczema,global_entropy,147.0,0.15846460599820356,0.47539381799461067
2,Psoriasis,T-Cell Lymphoma,global_homophily,152.0,0.10573920209087935,0.31721760627263806
3,Psoriasis,T-Cell Lymphoma,global_entropy,93.0,0.43064798984807773,1.2919439695442332
4,Eczema,T-Cell Lymphoma,global_homophily,186.0,0.0024626042007544527,0.007387812602263358
5,Eczema,T-Cell Lymphoma,global_entropy,67.0,0.06196961991403871,0.18590885974211613
6,Psoriasis,Eczema,local_homophily_1,3835372594.5,0.0,0.0
7,Psoriasis,Eczema,local_homophily_2,3667087939.5,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3557927975.5,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3471485094.0,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3405923819.5,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4697429620.5,1.787889494833793e-291,5.363668484501378e-291
12,Psoriasis,Eczema,local_entropy_2,4750119298.5,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4806773077.5,0.0,0.0
