,celltype_1,celltype_2,sq_ne_zscore,sq_ne_count,patient_id,condition
34,Langerhans cells,Macrophages,0.0,0,Eczema_12,Eczema
35,Langerhans cells,Melanocytes,0.6027419510555941,10,Eczema_12,Eczema
36,Langerhans cells,Smooth muscle cells,0.10690891603509321,11,Eczema_12,Eczema
37,Langerhans cells,Suprabasal keratinocytes,-0.38490524397661946,1,Eczema_12,Eczema
38,Langerhans cells,T-cells,0.7471474007926749,11,Eczema_12,Eczema
39,Langerhans cells,Unknown,1.8749957782463924,14,Eczema_12,Eczema
40,Macrophages,Melanocytes,0.0,0,Eczema_12,Eczema
41,Macrophages,Smooth muscle cells,3.000144428397167,41,Eczema_12,Eczema
42,Macrophages,Suprabasal keratinocytes,2.919648786935361,9,Eczema_12,Eczema
43,Macrophages,T-cells,1.0125085772845104,27,Eczema_12,Eczema
44,Macrophages,Unknown,0.5529727715452061,24,Eczema_12,Eczema
45,Melanocytes,Smooth muscle cells,0.0,0,Eczema_12,Eczema
46,Melanocytes,Suprabasal keratinocytes,0.760622148800045,6,Eczema_12,Eczema
47,Melanocytes,T-cells,0.1446487123235347,29,Eczema_12,Eczema
48,Melanocytes,Unknown,1.0561018484733702,32,Eczema_12,Eczema
49,Smooth muscle cells,Suprabasal keratinocytes,0.0,0,Eczema_12,Eczema
50,Smooth muscle cells,T-cells,1.1871872224699087,6,Eczema_12,Eczema
51,Smooth muscle cells,Unknown,-0.9039749507663668,2,Eczema_12,Eczema
52,Suprabasal keratinocytes,T-cells,0.0,0,Eczema_12,Eczema
53,Suprabasal keratinocytes,Unknown,0.005328937260195234,23,Eczema_12,Eczema
54,T-cells,Unknown,0.0,0,Eczema_12,Eczema
0,B-cells,Basal keratinocytes,0.0,0,PSO_03,Psoriasis
1,B-cells,Endothelial cells,-1.5179353124905524,129,PSO_03,Psoriasis
2,B-cells,Fibroblasts,-0.3604107530345123,20,PSO_03,Psoriasis
3,B-cells,Langerhans cells,-0.6495583236305462,37,PSO_03,Psoriasis
4,B-cells,Macrophages,-0.6304340910794832,415,PSO_03,Psoriasis
5,B-cells,Melanocytes,0.19763128176571704,61,PSO_03,Psoriasis
6,B-cells,Smooth muscle cells,0.08772083412948628,133,PSO_03,Psoriasis
7,B-cells,Suprabasal keratinocytes,0.6986262398824907,68,PSO_03,Psoriasis
8,B-cells,T-cells,-0.3516097550432841,149,PSO_03,Psoriasis
9,B-cells,Unknown,-0.17211462845223632,257,PSO_03,Psoriasis
10,Basal keratinocytes,Endothelial cells,0.0,0,PSO_03,Psoriasis
11,Basal keratinocytes,Fibroblasts,-0.2780443865998483,19,PSO_03,Psoriasis
12,Basal keratinocytes,Langerhans cells,-2.8146999411295286,22,PSO_03,Psoriasis
13,Basal keratinocytes,Macrophages,0.8105624791445399,416,PSO_03,Psoriasis
14,Basal keratinocytes,Melanocytes,-2.615538788227554,38,PSO_03,Psoriasis
15,Basal keratinocytes,Smooth muscle cells,-1.7168648173605596,107,PSO_03,Psoriasis
16,Basal keratinocytes,Suprabasal keratinocytes,-0.5591971889486191,56,PSO_03,Psoriasis
17,Basal keratinocytes,T-cells,4.122934914266693,190,PSO_03,Psoriasis
18,Basal keratinocytes,Unknown,-6.138840288255888,156,PSO_03,Psoriasis
19,Endothelial cells,Fibroblasts,0.0,0,PSO_03,Psoriasis
20,Endothelial cells,Langerhans cells,0.5325994075857643,7,PSO_03,Psoriasis
21,Endothelial cells,Macrophages,-1.1453229627551438,52,PSO_03,Psoriasis
22,Endothelial cells,Melanocytes,2.731347616906478,16,PSO_03,Psoriasis
23,Endothelial cells,Smooth muscle cells,-0.09269595863973269,18,PSO_03,Psoriasis
24,Endothelial cells,Suprabasal keratinocytes,-0.706922905372032,7,PSO_03,Psoriasis
25,Endothelial cells,T-cells,-0.9766258260998472,17,PSO_03,Psoriasis
26,Endothelial cells,Unknown,0.851336546429858,41,PSO_03,Psoriasis
27,Fibroblasts,Langerhans cells,0.0,0,PSO_03,Psoriasis
28,Fibroblasts,Macrophages,1.3399295001410003,125,PSO_03,Psoriasis
29,Fibroblasts,Melanocytes,0.6293701282162223,18,PSO_03,Psoriasis
30,Fibroblasts,Smooth muscle cells,1.2159495992629574,42,PSO_03,Psoriasis
31,Fibroblasts,Suprabasal keratinocytes,2.1805083365400026,25,PSO_03,Psoriasis
32,Fibroblasts,T-cells,-0.9906936324522025,34,PSO_03,Psoriasis
33,Fibroblasts,Unknown,0.43414783987011146,71,PSO_03,Psoriasis
34,Langerhans cells,Macrophages,0.0,0,PSO_03,Psoriasis
35,Langerhans cells,Melanocytes,-1.1843180969412386,152,PSO_03,Psoriasis
36,Langerhans cells,Smooth muscle cells,1.898331621375425,399,PSO_03,Psoriasis
37,Langerhans cells,Suprabasal keratinocytes,-2.3754397083138943,149,PSO_03,Psoriasis
38,Langerhans cells,T-cells,1.4468644240027009,448,PSO_03,Psoriasis
39,Langerhans cells,Unknown,-2.172971447945474,666,PSO_03,Psoriasis
40,Macrophages,Melanocytes,0.0,0,PSO_03,Psoriasis
41,Macrophages,Smooth muscle cells,-0.44018740529417655,48,PSO_03,Psoriasis
42,Macrophages,Suprabasal keratinocytes,1.0906292825768726,30,PSO_03,Psoriasis
43,Macrophages,T-cells,0.171884003669408,60,PSO_03,Psoriasis
44,Macrophages,Unknown,1.3249797848746732,113,PSO_03,Psoriasis
45,Melanocytes,Smooth muscle cells,0.0,0,PSO_03,Psoriasis
46,Melanocytes,Suprabasal keratinocytes,-0.7336455304287289,49,PSO_03,Psoriasis
47,Melanocytes,T-cells,-1.6137817928714189,114,PSO_03,Psoriasis
48,Melanocytes,Unknown,1.8445467850404744,247,PSO_03,Psoriasis
49,Smooth muscle cells,Suprabasal keratinocytes,0.0,0,PSO_03,Psoriasis
50,Smooth muscle cells,T-cells,-0.9297953498228946,56,PSO_03,Psoriasis
51,Smooth muscle cells,Unknown,1.9139479403182114,124,PSO_03,Psoriasis
52,Suprabasal keratinocytes,T-cells,0.0,0,PSO_03,Psoriasis
53,Suprabasal keratinocytes,Unknown,-2.5698868352405193,219,PSO_03,Psoriasis
54,T-cells,Unknown,0.0,0,PSO_03,Psoriasis
0,B-cells,Basal keratinocytes,0.0,0,PSO_04,Psoriasis
1,B-cells,Endothelial cells,-3.059737947348974,119,PSO_04,Psoriasis
2,B-cells,Fibroblasts,1.3435460009203053,15,PSO_04,Psoriasis
3,B-cells,Langerhans cells,2.4332015122835022,36,PSO_04,Psoriasis
4,B-cells,Macrophages,-2.916757725737844,16,PSO_04,Psoriasis
5,B-cells,Melanocytes,1.8782779808011092,31,PSO_04,Psoriasis
6,B-cells,Smooth muscle cells,1.7941579391759204,62,PSO_04,Psoriasis
7,B-cells,Suprabasal keratinocytes,3.0657150310977177,30,PSO_04,Psoriasis
8,B-cells,T-cells,-1.3940342985025118,100,PSO_04,Psoriasis
9,B-cells,Unknown,2.135495640469032,94,PSO_04,Psoriasis
10,Basal keratinocytes,Endothelial cells,0.0,0,PSO_04,Psoriasis
11,Basal keratinocytes,Fibroblasts,-2.632132298522499,38,PSO_04,Psoriasis
12,Basal keratinocytes,Langerhans cells,-2.9249399941837977,96,PSO_04,Psoriasis
13,Basal keratinocytes,Macrophages,-0.18398629517245496,158,PSO_04,Psoriasis
14,Basal keratinocytes,Melanocytes,-2.9386947388919897,89,PSO_04,Psoriasis
15,Basal keratinocytes,Smooth muscle cells,-3.222989930630855,218,PSO_04,Psoriasis
16,Basal keratinocytes,Suprabasal keratinocytes,-0.16113563424194904,92,PSO_04,Psoriasis
17,Basal keratinocytes,T-cells,2.454875293597518,645,PSO_04,Psoriasis
18,Basal keratinocytes,Unknown,-3.9213076855289555,334,PSO_04,Psoriasis
19,Endothelial cells,Fibroblasts,0.0,0,PSO_04,Psoriasis
20,Endothelial cells,Langerhans cells,1.138506959040955,12,PSO_04,Psoriasis
21,Endothelial cells,Macrophages,-0.2607409028095767,10,PSO_04,Psoriasis
22,Endothelial cells,Melanocytes,-0.3843318493050244,7,PSO_04,Psoriasis
23,Endothelial cells,Smooth muscle cells,1.708930127322619,25,PSO_04,Psoriasis
24,Endothelial cells,Suprabasal keratinocytes,-0.22293656123028485,6,PSO_04,Psoriasis
25,Endothelial cells,T-cells,-1.718344120965435,31,PSO_04,Psoriasis
26,Endothelial cells,Unknown,0.06691068254572194,28,PSO_04,Psoriasis
27,Fibroblasts,Langerhans cells,0.0,0,PSO_04,Psoriasis
28,Fibroblasts,Macrophages,-1.283425684822326,19,PSO_04,Psoriasis
29,Fibroblasts,Melanocytes,2.6119184382085474,29,PSO_04,Psoriasis
30,Fibroblasts,Smooth muscle cells,0.3841751356480429,44,PSO_04,Psoriasis
31,Fibroblasts,Suprabasal keratinocytes,-0.48971395504448006,13,PSO_04,Psoriasis
32,Fibroblasts,T-cells,-1.688742280369524,78,PSO_04,Psoriasis
33,Fibroblasts,Unknown,0.8417264889808858,69,PSO_04,Psoriasis
34,Langerhans cells,Macrophages,0.0,0,PSO_04,Psoriasis
35,Langerhans cells,Melanocytes,1.6389988100119885,31,PSO_04,Psoriasis
36,Langerhans cells,Smooth muscle cells,0.307900000744449,55,PSO_04,Psoriasis
37,Langerhans cells,Suprabasal keratinocytes,0.06753635952438299,19,PSO_04,Psoriasis
38,Langerhans cells,T-cells,-1.365854228443731,106,PSO_04,Psoriasis
39,Langerhans cells,Unknown,0.5283563253581485,85,PSO_04,Psoriasis
40,Macrophages,Melanocytes,0.0,0,PSO_04,Psoriasis
41,Macrophages,Smooth muscle cells,-0.19555748699706443,37,PSO_04,Psoriasis
42,Macrophages,Suprabasal keratinocytes,-1.6006364611514332,8,PSO_04,Psoriasis
43,Macrophages,T-cells,-0.5569942655300197,82,PSO_04,Psoriasis
44,Macrophages,Unknown,0.21592272658306394,60,PSO_04,Psoriasis
45,Melanocytes,Smooth muscle cells,0.0,0,PSO_04,Psoriasis
46,Melanocytes,Suprabasal keratinocytes,1.1353996377213966,37,PSO_04,Psoriasis
47,Melanocytes,T-cells,-0.53187897730081,190,PSO_04,Psoriasis
48,Melanocytes,Unknown,2.1368370971170227,155,PSO_04,Psoriasis
49,Smooth muscle cells,Suprabasal keratinocytes,0.0,0,PSO_04,Psoriasis
50,Smooth muscle cells,T-cells,-1.6496533427192892,57,PSO_04,Psoriasis
51,Smooth muscle cells,Unknown,-0.44806573858351284,44,PSO_04,Psoriasis
52,Suprabasal keratinocytes,T-cells,0.0,0,PSO_04,Psoriasis
53,Suprabasal keratinocytes,Unknown,0.552522280880972,307,PSO_04,Psoriasis
54,T-cells,Unknown,0.0,0,PSO_04,Psoriasis
0,B-cells,Basal keratinocytes,0.0,0,TCL_03,T-Cell Lymphoma
1,B-cells,Endothelial cells,-1.1098007540803547,7,TCL_03,T-Cell Lymphoma
2,B-cells,Fibroblasts,0.8282833629812024,48,TCL_03,T-Cell Lymphoma
3,B-cells,Langerhans cells,1.2282226524759838,4,TCL_03,T-Cell Lymphoma
4,B-cells,Macrophages,0.5377855934868153,36,TCL_03,T-Cell Lymphoma
5,B-cells,Melanocytes,0.16369951039426214,2,TCL_03,T-Cell Lymphoma
6,B-cells,Smooth muscle cells,-1.3880754746352202,14,TCL_03,T-Cell Lymphoma
7,B-cells,Suprabasal keratinocytes,2.3441798492517645,31,TCL_03,T-Cell Lymphoma
8,B-cells,T-cells,-1.6519507806229083,42,TCL_03,T-Cell Lymphoma
9,B-cells,Unknown,-0.7513980390530681,19,TCL_03,T-Cell Lymphoma
10,Basal keratinocytes,Endothelial cells,0.0,0,TCL_03,T-Cell Lymphoma
11,Basal keratinocytes,Fibroblasts,1.5179361216077336,59,TCL_03,T-Cell Lymphoma
12,Basal keratinocytes,Langerhans cells,1.5663397675577495,5,TCL_03,T-Cell Lymphoma
13,Basal keratinocytes,Macrophages,-1.3577079951745197,30,TCL_03,T-Cell Lymphoma
14,Basal keratinocytes,Melanocytes,-1.4942781074799036,0,TCL_03,T-Cell Lymphoma
15,Basal keratinocytes,Smooth muscle cells,1.243032407860942,29,TCL_03,T-Cell Lymphoma
16,Basal keratinocytes,Suprabasal keratinocytes,-1.9370925860727624,15,TCL_03,T-Cell Lymphoma
17,Basal keratinocytes,T-cells,1.7047837634346619,73,TCL_03,T-Cell Lymphoma
18,Basal keratinocytes,Unknown,0.3132747105495571,27,TCL_03,T-Cell Lymphoma
19,Endothelial cells,Fibroblasts,0.0,0,TCL_03,T-Cell Lymphoma
20,Endothelial cells,Langerhans cells,1.0803409427039377,14,TCL_03,T-Cell Lymphoma
21,Endothelial cells,Macrophages,-1.049514348309951,147,TCL_03,T-Cell Lymphoma
22,Endothelial cells,Melanocytes,-0.9528268871575158,6,TCL_03,T-Cell Lymphoma
23,Endothelial cells,Smooth muscle cells,1.0571505292948733,107,TCL_03,T-Cell Lymphoma
24,Endothelial cells,Suprabasal keratinocytes,-0.3142309054095277,96,TCL_03,T-Cell Lymphoma
25,Endothelial cells,T-cells,-4.821034745554779,188,TCL_03,T-Cell Lymphoma
26,Endothelial cells,Unknown,3.49914935718979,139,TCL_03,T-Cell Lymphoma
27,Fibroblasts,Langerhans cells,0.0,0,TCL_03,T-Cell Lymphoma
28,Fibroblasts,Macrophages,-0.41207043090290857,7,TCL_03,T-Cell Lymphoma
29,Fibroblasts,Melanocytes,0.7503028369891455,1,TCL_03,T-Cell Lymphoma
30,Fibroblasts,Smooth muscle cells,0.8907056323054697,7,TCL_03,T-Cell Lymphoma
31,Fibroblasts,Suprabasal keratinocytes,0.832552899202625,7,TCL_03,T-Cell Lymphoma
32,Fibroblasts,T-cells,-2.1576028632012187,6,TCL_03,T-Cell Lymphoma
33,Fibroblasts,Unknown,1.0653000194609465,8,TCL_03,T-Cell Lymphoma
34,Langerhans cells,Macrophages,0.0,0,TCL_03,T-Cell Lymphoma
35,Langerhans cells,Melanocytes,-0.23542603992036623,6,TCL_03,T-Cell Lymphoma
36,Langerhans cells,Smooth muscle cells,0.638175758976782,79,TCL_03,T-Cell Lymphoma
37,Langerhans cells,Suprabasal keratinocytes,-1.4737293915276584,64,TCL_03,T-Cell Lymphoma
38,Langerhans cells,T-cells,-0.6244614593353163,186,TCL_03,T-Cell Lymphoma
39,Langerhans cells,Unknown,-1.017244323439995,73,TCL_03,T-Cell Lymphoma
40,Macrophages,Melanocytes,0.0,0,TCL_03,T-Cell Lymphoma
41,Macrophages,Smooth muscle cells,-0.5032951838508469,3,TCL_03,T-Cell Lymphoma
42,Macrophages,Suprabasal keratinocytes,0.446315413465803,5,TCL_03,T-Cell Lymphoma
43,Macrophages,T-cells,-1.5197337109916507,6,TCL_03,T-Cell Lymphoma
44,Macrophages,Unknown,0.7025865828990875,6,TCL_03,T-Cell Lymphoma
45,Melanocytes,Smooth muscle cells,0.0,0,TCL_03,T-Cell Lymphoma
46,Melanocytes,Suprabasal keratinocytes,0.09176820341624427,47,TCL_03,T-Cell Lymphoma
47,Melanocytes,T-cells,-0.6103450898189468,112,TCL_03,T-Cell Lymphoma
48,Melanocytes,Unknown,-0.14517064610732988,49,TCL_03,T-Cell Lymphoma
49,Smooth muscle cells,Suprabasal keratinocytes,0.0,0,TCL_03,T-Cell Lymphoma
50,Smooth muscle cells,T-cells,-2.250307481616724,100,TCL_03,T-Cell Lymphoma
51,Smooth muscle cells,Unknown,0.1607643460523223,52,TCL_03,T-Cell Lymphoma
52,Suprabasal keratinocytes,T-cells,0.0,0,TCL_03,T-Cell Lymphoma
53,Suprabasal keratinocytes,Unknown,-2.715863501078792,103,TCL_03,T-Cell Lymphoma
54,T-cells,Unknown,0.0,0,TCL_03,T-Cell Lymphoma
0,B-cells,Basal keratinocytes,0.0,0,TCL_08,T-Cell Lymphoma
1,B-cells,Endothelial cells,-0.8448403854670705,103,TCL_08,T-Cell Lymphoma
2,B-cells,Fibroblasts,-0.07036660392827,22,TCL_08,T-Cell Lymphoma
3,B-cells,Langerhans cells,-0.5065954944251977,34,TCL_08,T-Cell Lymphoma
4,B-cells,Macrophages,1.1084445428430918,98,TCL_08,T-Cell Lymphoma
5,B-cells,Melanocytes,-0.90011999658338,51,TCL_08,T-Cell Lymphoma
6,B-cells,Smooth muscle cells,-1.495605741828323,74,TCL_08,T-Cell Lymphoma
7,B-cells,Suprabasal keratinocytes,0.8466098839442877,40,TCL_08,T-Cell Lymphoma
8,B-cells,T-cells,-2.069531348382506,214,TCL_08,T-Cell Lymphoma
9,B-cells,Unknown,1.4221576286989344,214,TCL_08,T-Cell Lymphoma
10,Basal keratinocytes,Endothelial cells,0.0,0,TCL_08,T-Cell Lymphoma
11,Basal keratinocytes,Fibroblasts,-0.6884580144027196,35,TCL_08,T-Cell Lymphoma
12,Basal keratinocytes,Langerhans cells,0.39897026178510964,69,TCL_08,T-Cell Lymphoma
13,Basal keratinocytes,Macrophages,-1.0741038099769862,142,TCL_08,T-Cell Lymphoma
14,Basal keratinocytes,Melanocytes,-1.4984778741243183,87,TCL_08,T-Cell Lymphoma
15,Basal keratinocytes,Smooth muscle cells,-1.1488138859297434,140,TCL_08,T-Cell Lymphoma
16,Basal keratinocytes,Suprabasal keratinocytes,0.05352704185942305,63,TCL_08,T-Cell Lymphoma
17,Basal keratinocytes,T-cells,3.5851676781591406,492,TCL_08,T-Cell Lymphoma
18,Basal keratinocytes,Unknown,-3.984507389472167,275,TCL_08,T-Cell Lymphoma
19,Endothelial cells,Fibroblasts,0.0,0,TCL_08,T-Cell Lymphoma
20,Endothelial cells,Langerhans cells,-0.006444708527836978,13,TCL_08,T-Cell Lymphoma
21,Endothelial cells,Macrophages,-3.0230691868473105,15,TCL_08,T-Cell Lymphoma
22,Endothelial cells,Melanocytes,0.18023756234883986,21,TCL_08,T-Cell Lymphoma
23,Endothelial cells,Smooth muscle cells,0.022809922446091854,31,TCL_08,T-Cell Lymphoma
24,Endothelial cells,Suprabasal keratinocytes,1.323577707382209,17,TCL_08,T-Cell Lymphoma
25,Endothelial cells,T-cells,-1.6335247775685464,72,TCL_08,T-Cell Lymphoma
26,Endothelial cells,Unknown,4.502920973303946,102,TCL_08,T-Cell Lymphoma
27,Fibroblasts,Langerhans cells,0.0,0,TCL_08,T-Cell Lymphoma
28,Fibroblasts,Macrophages,-1.4222002208215714,42,TCL_08,T-Cell Lymphoma
29,Fibroblasts,Melanocytes,2.456337507626017,47,TCL_08,T-Cell Lymphoma
30,Fibroblasts,Smooth muscle cells,1.1202779219648586,59,TCL_08,T-Cell Lymphoma
31,Fibroblasts,Suprabasal keratinocytes,-0.178481683756676,20,TCL_08,T-Cell Lymphoma
32,Fibroblasts,T-cells,-1.7894037363720967,123,TCL_08,T-Cell Lymphoma
33,Fibroblasts,Unknown,0.6430784609667022,121,TCL_08,T-Cell Lymphoma
34,Langerhans cells,Macrophages,0.0,0,TCL_08,T-Cell Lymphoma
35,Langerhans cells,Melanocytes,-0.56797856375859,75,TCL_08,T-Cell Lymphoma
36,Langerhans cells,Smooth muscle cells,0.6232834903962702,128,TCL_08,T-Cell Lymphoma
37,Langerhans cells,Suprabasal keratinocytes,-0.4625983777033097,46,TCL_08,T-Cell Lymphoma
38,Langerhans cells,T-cells,0.9613238168243252,352,TCL_08,T-Cell Lymphoma
39,Langerhans cells,Unknown,-0.8542907350555683,257,TCL_08,T-Cell Lymphoma
40,Macrophages,Melanocytes,0.0,0,TCL_08,T-Cell Lymphoma
41,Macrophages,Smooth muscle cells,-0.07800320989922715,78,TCL_08,T-Cell Lymphoma
42,Macrophages,Suprabasal keratinocytes,-0.34138677663124534,30,TCL_08,T-Cell Lymphoma
43,Macrophages,T-cells,-1.7888686199786732,195,TCL_08,T-Cell Lymphoma
44,Macrophages,Unknown,3.316996277147295,215,TCL_08,T-Cell Lymphoma
45,Melanocytes,Smooth muscle cells,0.0,0,TCL_08,T-Cell Lymphoma
46,Melanocytes,Suprabasal keratinocytes,-0.27137802547757073,47,TCL_08,T-Cell Lymphoma
47,Melanocytes,T-cells,0.5320492398931889,344,TCL_08,T-Cell Lymphoma
48,Melanocytes,Unknown,0.3174219654366966,272,TCL_08,T-Cell Lymphoma
49,Smooth muscle cells,Suprabasal keratinocytes,0.0,0,TCL_08,T-Cell Lymphoma
50,Smooth muscle cells,T-cells,-1.6332022524707086,118,TCL_08,T-Cell Lymphoma
51,Smooth muscle cells,Unknown,-0.3882516515184167,105,TCL_08,T-Cell Lymphoma
52,Suprabasal keratinocytes,T-cells,0.0,0,TCL_08,T-Cell Lymphoma
53,Suprabasal keratinocytes,Unknown,-5.427081244394691,616,TCL_08,T-Cell Lymphoma
54,T-cells,Unknown,0.0,0,TCL_08,T-Cell Lymphoma
0,B-cells,Basal keratinocytes,0.0,0,TCL_10,T-Cell Lymphoma
1,B-cells,Endothelial cells,-2.694191255532941,227,TCL_10,T-Cell Lymphoma
2,B-cells,Fibroblasts,0.9582084351404098,40,TCL_10,T-Cell Lymphoma
3,B-cells,Langerhans cells,-0.05401830802353268,62,TCL_10,T-Cell Lymphoma
4,B-cells,Macrophages,-1.5490687801934384,44,TCL_10,T-Cell Lymphoma
5,B-cells,Melanocytes,-0.23571800276514857,111,TCL_10,T-Cell Lymphoma
6,B-cells,Smooth muscle cells,-0.36138206848498544,121,TCL_10,T-Cell Lymphoma
7,B-cells,Suprabasal keratinocytes,0.06741870949638715,72,TCL_10,T-Cell Lymphoma
8,B-cells,T-cells,0.3556448432547849,148,TCL_10,T-Cell Lymphoma
9,B-cells,Unknown,1.0276139300482103,186,TCL_10,T-Cell Lymphoma
10,Basal keratinocytes,Endothelial cells,0.0,0,TCL_10,T-Cell Lymphoma
11,Basal keratinocytes,Fibroblasts,-1.1010440670057866,63,TCL_10,T-Cell Lymphoma
12,Basal keratinocytes,Langerhans cells,-2.293554661323794,107,TCL_10,T-Cell Lymphoma
13,Basal keratinocytes,Macrophages,-0.04862924546426842,113,TCL_10,T-Cell Lymphoma
14,Basal keratinocytes,Melanocytes,-1.966101155078659,209,TCL_10,T-Cell Lymphoma
15,Basal keratinocytes,Smooth muscle cells,0.5527012014139651,267,TCL_10,T-Cell Lymphoma
16,Basal keratinocytes,Suprabasal keratinocytes,-1.7920499564621717,128,TCL_10,T-Cell Lymphoma
17,Basal keratinocytes,T-cells,1.312119861551982,318,TCL_10,T-Cell Lymphoma
18,Basal keratinocytes,Unknown,-5.505589251320712,270,TCL_10,T-Cell Lymphoma
19,Endothelial cells,Fibroblasts,0.0,0,TCL_10,T-Cell Lymphoma
20,Endothelial cells,Langerhans cells,-0.42250487992342656,15,TCL_10,T-Cell Lymphoma
21,Endothelial cells,Macrophages,-1.0238997489031954,11,TCL_10,T-Cell Lymphoma
22,Endothelial cells,Melanocytes,1.301980077841336,37,TCL_10,T-Cell Lymphoma
23,Endothelial cells,Smooth muscle cells,-0.06826667741743815,33,TCL_10,T-Cell Lymphoma
24,Endothelial cells,Suprabasal keratinocytes,0.7220026849524793,22,TCL_10,T-Cell Lymphoma
25,Endothelial cells,T-cells,0.6598753461820043,42,TCL_10,T-Cell Lymphoma
26,Endothelial cells,Unknown,1.3385384679830488,55,TCL_10,T-Cell Lymphoma
27,Fibroblasts,Langerhans cells,0.0,0,TCL_10,T-Cell Lymphoma
28,Fibroblasts,Macrophages,1.5829492527256372,35,TCL_10,T-Cell Lymphoma
29,Fibroblasts,Melanocytes,0.044533016363548145,56,TCL_10,T-Cell Lymphoma
30,Fibroblasts,Smooth muscle cells,0.4139459976725753,64,TCL_10,T-Cell Lymphoma
31,Fibroblasts,Suprabasal keratinocytes,-0.15112385670622788,34,TCL_10,T-Cell Lymphoma
32,Fibroblasts,T-cells,-2.2068175150229887,53,TCL_10,T-Cell Lymphoma
33,Fibroblasts,Unknown,3.596462536818196,116,TCL_10,T-Cell Lymphoma
34,Langerhans cells,Macrophages,0.0,0,TCL_10,T-Cell Lymphoma
35,Langerhans cells,Melanocytes,0.27119396421096,50,TCL_10,T-Cell Lymphoma
36,Langerhans cells,Smooth muscle cells,1.0153007702659238,60,TCL_10,T-Cell Lymphoma
37,Langerhans cells,Suprabasal keratinocytes,0.14497779267643646,31,TCL_10,T-Cell Lymphoma
38,Langerhans cells,T-cells,1.5172794005320638,72,TCL_10,T-Cell Lymphoma
39,Langerhans cells,Unknown,-0.46164009295828645,71,TCL_10,T-Cell Lymphoma
40,Macrophages,Melanocytes,0.0,0,TCL_10,T-Cell Lymphoma
41,Macrophages,Smooth muscle cells,-1.0531408115973764,100,TCL_10,T-Cell Lymphoma
42,Macrophages,Suprabasal keratinocytes,1.3842724692837538,73,TCL_10,T-Cell Lymphoma
43,Macrophages,T-cells,-0.7874401761441633,119,TCL_10,T-Cell Lymphoma
44,Macrophages,Unknown,1.1623378023070714,168,TCL_10,T-Cell Lymphoma
45,Melanocytes,Smooth muscle cells,0.0,0,TCL_10,T-Cell Lymphoma
46,Melanocytes,Suprabasal keratinocytes,-0.7421421861641007,63,TCL_10,T-Cell Lymphoma
47,Melanocytes,T-cells,0.02070830889507718,140,TCL_10,T-Cell Lymphoma
48,Melanocytes,Unknown,-1.407168315343761,152,TCL_10,T-Cell Lymphoma
49,Smooth muscle cells,Suprabasal keratinocytes,0.0,0,TCL_10,T-Cell Lymphoma
50,Smooth muscle cells,T-cells,-0.5209474617573233,75,TCL_10,T-Cell Lymphoma
51,Smooth muscle cells,Unknown,0.10415697443988609,97,TCL_10,T-Cell Lymphoma
52,Suprabasal keratinocytes,T-cells,0.0,0,TCL_10,T-Cell Lymphoma
53,Suprabasal keratinocytes,Unknown,-1.8297357867684545,173,TCL_10,T-Cell Lymphoma
54,T-cells,Unknown,0.0,0,TCL_10,T-Cell Lymphoma
0,B-cells,Basal keratinocytes,0.0,0,Eczema_06,Eczema
1,B-cells,Endothelial cells,-1.9380173545958443,308,Eczema_06,Eczema
2,B-cells,Fibroblasts,-0.8704275663509132,11,Eczema_06,Eczema
3,B-cells,Langerhans cells,1.2029506396606164,53,Eczema_06,Eczema
4,B-cells,Macrophages,0.8009272409836966,61,Eczema_06,Eczema
5,B-cells,Melanocytes,1.4093591723247327,45,Eczema_06,Eczema
6,B-cells,Smooth muscle cells,-0.49421086318162893,55,Eczema_06,Eczema
7,B-cells,Suprabasal keratinocytes,3.0162412613946703,24,Eczema_06,Eczema
8,B-cells,T-cells,-0.3788641290878729,76,Eczema_06,Eczema
9,B-cells,Unknown,-1.050037834071977,108,Eczema_06,Eczema
10,Basal keratinocytes,Endothelial cells,0.0,0,Eczema_06,Eczema
11,Basal keratinocytes,Fibroblasts,-1.900376188882139,90,Eczema_06,Eczema
12,Basal keratinocytes,Langerhans cells,-5.634878531027728,257,Eczema_06,Eczema
13,Basal keratinocytes,Macrophages,-2.715892611912472,372,Eczema_06,Eczema
14,Basal keratinocytes,Melanocytes,-5.217605534672768,207,Eczema_06,Eczema
15,Basal keratinocytes,Smooth muscle cells,-3.4726591685541,380,Eczema_06,Eczema
16,Basal keratinocytes,Suprabasal keratinocytes,-5.158940785672876,58,Eczema_06,Eczema
17,Basal keratinocytes,T-cells,-1.1207706258438401,570,Eczema_06,Eczema
18,Basal keratinocytes,Unknown,-7.422024511739691,722,Eczema_06,Eczema
19,Endothelial cells,Fibroblasts,0.0,0,Eczema_06,Eczema
20,Endothelial cells,Langerhans cells,1.4885484031410643,20,Eczema_06,Eczema
21,Endothelial cells,Macrophages,0.1358390187854635,18,Eczema_06,Eczema
22,Endothelial cells,Melanocytes,-0.1553655675701091,11,Eczema_06,Eczema
23,Endothelial cells,Smooth muscle cells,0.07999653282412676,19,Eczema_06,Eczema
24,Endothelial cells,Suprabasal keratinocytes,0.9729904080962427,6,Eczema_06,Eczema
25,Endothelial cells,T-cells,0.8488105766405777,29,Eczema_06,Eczema
26,Endothelial cells,Unknown,-0.35894697210964305,36,Eczema_06,Eczema
