,celltype,value,category
61,T-cells,0.14669369141119837,T-Cell Lymphoma
62,T-cells,0.24390243902439024,T-Cell Lymphoma
63,T-cells,0.2787019361876193,T-Cell Lymphoma
64,T-cells,0.14511162432640493,T-Cell Lymphoma
65,T-cells,0.27123050259965337,T-Cell Lymphoma
66,T-cells,0.052954048140043765,Psoriasis
67,T-cells,0.06202174788562223,Psoriasis
68,T-cells,0.2671009771986971,Psoriasis
69,T-cells,0.20100187852222917,Psoriasis
70,T-cells,0.10209102091020911,Psoriasis
71,T-cells,0.19096710849288168,Psoriasis
72,T-cells,0.1396950319724545,Psoriasis
73,T-cells,0.10085227272727272,Psoriasis
74,T-cells,0.22329835889157923,Psoriasis
75,T-cells,0.08913352272727272,Psoriasis
76,T-cells,0.1914822266934943,Psoriasis
77,T-cells,0.15142428785607195,Psoriasis
78,T-cells,0.17149758454106281,Psoriasis
79,T-cells,0.09267241379310345,Psoriasis
80,T-cells,0.2680095595766473,Psoriasis
81,T-cells,0.17838444278234855,Psoriasis
82,T-cells,0.16611074049366245,Psoriasis
83,T-cells,0.1371841155234657,Psoriasis
84,T-cells,0.1948764867337603,Psoriasis
85,T-cells,0.22412353923205341,Psoriasis
86,T-cells,0.18681917211328977,Psoriasis
87,T-cells,0.19298245614035087,Psoriasis
88,T-cells,0.12838170191834727,Psoriasis
89,T-cells,0.16846026490066227,Psoriasis
90,T-cells,0.23179791976225855,Psoriasis
91,B-cells,0.1,T-Cell Lymphoma
92,B-cells,0.17027985810011825,T-Cell Lymphoma
93,B-cells,0.19080459770114944,T-Cell Lymphoma
94,B-cells,0.07575757575757576,T-Cell Lymphoma
95,B-cells,0.13308189655172414,T-Cell Lymphoma
96,B-cells,0.09707822808671066,T-Cell Lymphoma
97,B-cells,0.21107544141252008,T-Cell Lymphoma
98,B-cells,0.04653515427415276,T-Cell Lymphoma
99,B-cells,0.0783824263604593,T-Cell Lymphoma
100,B-cells,0.12691717791411042,T-Cell Lymphoma
101,B-cells,0.10279131590607,T-Cell Lymphoma
102,B-cells,0.0079232693911593,T-Cell Lymphoma
103,B-cells,0.1455,T-Cell Lymphoma
104,B-cells,0.07754010695187166,T-Cell Lymphoma
105,B-cells,0.24082747853239655,T-Cell Lymphoma
106,B-cells,0.10646387832699619,T-Cell Lymphoma
107,B-cells,0.12262477831264251,T-Cell Lymphoma
108,B-cells,0.11382113821138211,T-Cell Lymphoma
109,B-cells,0.07690209980910827,T-Cell Lymphoma
110,B-cells,0.14511162432640493,T-Cell Lymphoma
111,B-cells,0.1035528596187175,T-Cell Lymphoma
112,B-cells,0.11159737417943107,Psoriasis
113,B-cells,0.06725734997986307,Psoriasis
114,B-cells,0.13232899022801303,Psoriasis
115,B-cells,0.13024420788979335,Psoriasis
116,B-cells,0.02993029930299303,Psoriasis
117,B-cells,0.11438389788905252,Psoriasis
118,B-cells,0.1249385145105755,Psoriasis
119,B-cells,0.09197443181818182,Psoriasis
120,B-cells,0.11514662362119989,Psoriasis
121,B-cells,0.044389204545454544,Psoriasis
122,B-cells,0.059356136820925554,Psoriasis
123,B-cells,0.09932533733133433,Psoriasis
124,B-cells,0.1960547504025765,Psoriasis
125,B-cells,0.059985632183908046,Psoriasis
126,B-cells,0.11676340047797883,Psoriasis
127,B-cells,0.09498878085265519,Psoriasis
128,B-cells,0.07605070046697798,Psoriasis
129,B-cells,0.21660649819494585,Psoriasis
130,B-cells,0.08874656907593778,Psoriasis
131,B-cells,0.09766277128547579,Psoriasis
132,B-cells,0.08278867102396514,Psoriasis
133,B-cells,0.11779448621553884,Psoriasis
134,B-cells,0.09739301524840138,Psoriasis
135,B-cells,0.11506622516556292,Psoriasis
136,B-cells,0.0861812778603269,Psoriasis
137,Macrophages,0.05675995270003942,T-Cell Lymphoma
138,Macrophages,0.034482758620689655,T-Cell Lymphoma
139,Macrophages,0.04132231404958678,T-Cell Lymphoma
140,Macrophages,0.05522629310344827,T-Cell Lymphoma
141,Macrophages,0.13854853911404336,T-Cell Lymphoma
142,Macrophages,0.0738362760834671,T-Cell Lymphoma
143,Macrophages,0.04451188669701568,T-Cell Lymphoma
144,Macrophages,0.14578132800798801,T-Cell Lymphoma
145,Macrophages,0.03450920245398773,T-Cell Lymphoma
146,Macrophages,0.06468763845813026,T-Cell Lymphoma
147,Macrophages,0.15137614678899083,T-Cell Lymphoma
148,Macrophages,0.023,T-Cell Lymphoma
149,Macrophages,0.05080213903743316,T-Cell Lymphoma
150,Macrophages,0.03083528493364559,T-Cell Lymphoma
151,Macrophages,0.11640830652237497,T-Cell Lymphoma
152,Macrophages,0.11122371421332658,T-Cell Lymphoma
153,Macrophages,0.16463414634146342,T-Cell Lymphoma
154,Macrophages,0.08671938914644123,T-Cell Lymphoma
155,Macrophages,0.03194765204003079,T-Cell Lymphoma
156,Macrophages,0.09705372616984402,T-Cell Lymphoma
157,Macrophages,0.4201312910284464,Psoriasis
158,Macrophages,0.07007652033830045,Psoriasis
159,Macrophages,0.17182410423452768,Psoriasis
160,Macrophages,0.11521603005635567,Psoriasis
161,Macrophages,0.28372283722837227,Psoriasis
162,Macrophages,0.05154639175257732,Psoriasis
163,Macrophages,0.02115100836202656,Psoriasis
164,Macrophages,0.2276278409090909,Psoriasis
165,Macrophages,0.08689803605057843,Psoriasis
166,Macrophages,0.42720170454545453,Psoriasis
167,Macrophages,0.43896713615023475,Psoriasis
168,Macrophages,0.4231634182908546,Psoriasis
169,Macrophages,0.1574074074074074,Psoriasis
170,Macrophages,0.020114942528735632,Psoriasis
171,Macrophages,0.07408671901672925,Psoriasis
172,Macrophages,0.42109199700822736,Psoriasis
173,Macrophages,0.058038692461641096,Psoriasis
174,Macrophages,0.030685920577617327,Psoriasis
175,Macrophages,0.09652333028362306,Psoriasis
176,Macrophages,0.13230383973288815,Psoriasis
177,Macrophages,0.0789760348583878,Psoriasis
178,Macrophages,0.24862155388471177,Psoriasis
179,Macrophages,0.14067879980324643,Psoriasis
180,Macrophages,0.041390728476821195,Psoriasis
181,Macrophages,0.06240713224368499,Psoriasis
182,Smooth muscle cells,0.07567993693338589,T-Cell Lymphoma
183,Smooth muscle cells,0.17471264367816092,T-Cell Lymphoma
184,Smooth muscle cells,0.14738292011019283,T-Cell Lymphoma
185,Smooth muscle cells,0.0668103448275862,T-Cell Lymphoma
186,Smooth muscle cells,0.08482563619227144,T-Cell Lymphoma
187,Smooth muscle cells,0.07330123060460139,T-Cell Lymphoma
188,Smooth muscle cells,0.10116337885685382,T-Cell Lymphoma
189,Smooth muscle cells,0.09585621567648527,T-Cell Lymphoma
190,Smooth muscle cells,0.049079754601226995,T-Cell Lymphoma
191,Smooth muscle cells,0.04652193176783341,T-Cell Lymphoma
192,Smooth muscle cells,0.17306088407005837,T-Cell Lymphoma
193,Smooth muscle cells,0.1065,T-Cell Lymphoma
194,Smooth muscle cells,0.08689839572192513,T-Cell Lymphoma
195,Smooth muscle cells,0.04059328649492584,T-Cell Lymphoma
196,Smooth muscle cells,0.04972214097689383,T-Cell Lymphoma
197,Smooth muscle cells,0.08234101849505954,T-Cell Lymphoma
198,Smooth muscle cells,0.054878048780487805,T-Cell Lymphoma
199,Smooth muscle cells,0.07581128988273793,T-Cell Lymphoma
200,Smooth muscle cells,0.05234795996920708,T-Cell Lymphoma
201,Smooth muscle cells,0.06499133448873484,T-Cell Lymphoma
202,Smooth muscle cells,0.10678336980306345,Psoriasis
203,Smooth muscle cells,0.07410390656463955,Psoriasis
204,Smooth muscle cells,0.05863192182410423,Psoriasis
205,Smooth muscle cells,0.056981840951784594,Psoriasis
206,Smooth muscle cells,0.08815088150881509,Psoriasis
207,Smooth muscle cells,0.08443789887088857,Psoriasis
208,Smooth muscle cells,0.1160846040334481,Psoriasis
209,Smooth muscle cells,0.08984375,Psoriasis
210,Smooth muscle cells,0.06349206349206349,Psoriasis
211,Smooth muscle cells,0.06605113636363637,Psoriasis
212,Smooth muscle cells,0.03454057679409792,Psoriasis
213,Smooth muscle cells,0.05997001499250375,Psoriasis
214,Smooth muscle cells,0.08574879227053141,Psoriasis
215,Smooth muscle cells,0.1598419540229885,Psoriasis
216,Smooth muscle cells,0.07545237282348924,Psoriasis
217,Smooth muscle cells,0.03926701570680628,Psoriasis
218,Smooth muscle cells,0.059372915276851235,Psoriasis
219,Smooth muscle cells,0.052346570397111915,Psoriasis
220,Smooth muscle cells,0.06541628545288197,Psoriasis
221,Smooth muscle cells,0.06886477462437396,Psoriasis
222,Smooth muscle cells,0.07026143790849673,Psoriasis
223,Smooth muscle cells,0.042105263157894736,Psoriasis
224,Smooth muscle cells,0.015248401377274963,Psoriasis
225,Smooth muscle cells,0.08774834437086093,Psoriasis
226,Smooth muscle cells,0.05596830113917781,Psoriasis
227,Basal keratinocytes,0.1,T-Cell Lymphoma
228,Basal keratinocytes,0.04454079621600315,T-Cell Lymphoma
229,Basal keratinocytes,0.12183908045977011,T-Cell Lymphoma
230,Basal keratinocytes,0.11019283746556474,T-Cell Lymphoma
231,Basal keratinocytes,0.03771551724137931,T-Cell Lymphoma
232,Basal keratinocytes,0.03770028275212064,T-Cell Lymphoma
233,Basal keratinocytes,0.053237025147137504,T-Cell Lymphoma
234,Basal keratinocytes,0.10419828022255943,T-Cell Lymphoma
235,Basal keratinocytes,0.05192211682476285,T-Cell Lymphoma
236,Basal keratinocytes,0.027607361963190184,T-Cell Lymphoma
237,Basal keratinocytes,0.021710234824988923,T-Cell Lymphoma
238,Basal keratinocytes,0.0884070058381985,T-Cell Lymphoma
239,Basal keratinocytes,0.073,T-Cell Lymphoma
240,Basal keratinocytes,0.06818181818181818,T-Cell Lymphoma
241,Basal keratinocytes,0.02888368462138954,T-Cell Lymphoma
242,Basal keratinocytes,0.03012576776835332,T-Cell Lymphoma
243,Basal keratinocytes,0.014948061819103116,T-Cell Lymphoma
244,Basal keratinocytes,0.027439024390243903,T-Cell Lymphoma
245,Basal keratinocytes,0.04608671938914644,T-Cell Lymphoma
246,Basal keratinocytes,0.03194765204003079,T-Cell Lymphoma
247,Basal keratinocytes,0.038128249566724434,T-Cell Lymphoma
248,Basal keratinocytes,0.03457330415754924,Psoriasis
249,Basal keratinocytes,0.052758759565042286,Psoriasis
250,Basal keratinocytes,0.025651465798045604,Psoriasis
251,Basal keratinocytes,0.03005635566687539,Psoriasis
252,Basal keratinocytes,0.1029110291102911,Psoriasis
253,Basal keratinocytes,0.049091801669121256,Psoriasis
254,Basal keratinocytes,0.16527299557304476,Psoriasis
255,Basal keratinocytes,0.03799715909090909,Psoriasis
256,Basal keratinocytes,0.04116222760290557,Psoriasis
257,Basal keratinocytes,0.03480113636363636,Psoriasis
258,Basal keratinocytes,0.015761234071093227,Psoriasis
259,Basal keratinocytes,0.017616191904047975,Psoriasis
260,Basal keratinocytes,0.04388083735909823,Psoriasis
261,Basal keratinocytes,0.057112068965517244,Psoriasis
262,Basal keratinocytes,0.03584841242744964,Psoriasis
263,Basal keratinocytes,0.014958863126402393,Psoriasis
264,Basal keratinocytes,0.04336224149432955,Psoriasis
265,Basal keratinocytes,0.046028880866425995,Psoriasis
266,Basal keratinocytes,0.03476669716376944,Psoriasis
267,Basal keratinocytes,0.03380634390651085,Psoriasis
268,Basal keratinocytes,0.06481481481481481,Psoriasis
269,Basal keratinocytes,0.02406015037593985,Psoriasis
270,Basal keratinocytes,0.07378258730939498,Psoriasis
271,Basal keratinocytes,0.10430463576158941,Psoriasis
272,Basal keratinocytes,0.03516592372461615,Psoriasis
273,Suprabasal keratinocytes,0.035474970437524636,T-Cell Lymphoma
274,Suprabasal keratinocytes,0.034482758620689655,T-Cell Lymphoma
275,Suprabasal keratinocytes,0.05509641873278237,T-Cell Lymphoma
276,Suprabasal keratinocytes,0.04337284482758621,T-Cell Lymphoma
277,Suprabasal keratinocytes,0.08671065032987747,T-Cell Lymphoma
278,Suprabasal keratinocytes,0.02969502407704655,T-Cell Lymphoma
279,Suprabasal keratinocytes,0.057663125948406675,T-Cell Lymphoma
280,Suprabasal keratinocytes,0.07388916625062407,T-Cell Lymphoma
281,Suprabasal keratinocytes,0.011886503067484663,T-Cell Lymphoma
282,Suprabasal keratinocytes,0.008861320336730172,T-Cell Lymphoma
283,Suprabasal keratinocytes,0.0475396163469558,T-Cell Lymphoma
284,Suprabasal keratinocytes,0.0515,T-Cell Lymphoma
285,Suprabasal keratinocytes,0.0427807486631016,T-Cell Lymphoma
286,Suprabasal keratinocytes,0.00936768149882904,T-Cell Lymphoma
287,Suprabasal keratinocytes,0.014624159110851126,T-Cell Lymphoma
288,Suprabasal keratinocytes,0.10970357233341779,T-Cell Lymphoma
289,Suprabasal keratinocytes,0.07926829268292683,T-Cell Lymphoma
290,Suprabasal keratinocytes,0.020452686119443685,T-Cell Lymphoma
291,Suprabasal keratinocytes,0.016166281755196306,T-Cell Lymphoma
292,Suprabasal keratinocytes,0.030329289428076257,T-Cell Lymphoma
293,Suprabasal keratinocytes,0.013566739606126914,Psoriasis
294,Suprabasal keratinocytes,0.055980668546113575,Psoriasis
295,Suprabasal keratinocytes,0.017915309446254073,Psoriasis
296,Suprabasal keratinocytes,0.021916092673763307,Psoriasis
297,Suprabasal keratinocytes,0.04223042230422304,Psoriasis
298,Suprabasal keratinocytes,0.029945999018163968,Psoriasis
299,Suprabasal keratinocytes,0.11362518445646827,Psoriasis
300,Suprabasal keratinocytes,0.023082386363636364,Psoriasis
301,Suprabasal keratinocytes,0.021522733387140166,Psoriasis
302,Suprabasal keratinocytes,0.022372159090909092,Psoriasis
303,Suprabasal keratinocytes,0.02012072434607646,Psoriasis
304,Suprabasal keratinocytes,0.029985007496251874,Psoriasis
305,Suprabasal keratinocytes,0.023349436392914653,Psoriasis
306,Suprabasal keratinocytes,0.032327586206896554,Psoriasis
307,Suprabasal keratinocytes,0.022533287811539775,Psoriasis
308,Suprabasal keratinocytes,0.028795811518324606,Psoriasis
309,Suprabasal keratinocytes,0.01067378252168112,Psoriasis
310,Suprabasal keratinocytes,0.01759927797833935,Psoriasis
311,Suprabasal keratinocytes,0.02241537053979872,Psoriasis
312,Suprabasal keratinocytes,0.018781302170283808,Psoriasis
313,Suprabasal keratinocytes,0.029411764705882353,Psoriasis
314,Suprabasal keratinocytes,0.022556390977443608,Psoriasis
315,Suprabasal keratinocytes,0.08411214953271028,Psoriasis
316,Suprabasal keratinocytes,0.024420529801324503,Psoriasis
317,Suprabasal keratinocytes,0.012877662209014363,Psoriasis
318,Fibroblasts,0.5,T-Cell Lymphoma
319,Fibroblasts,0.018525817895151755,T-Cell Lymphoma
320,Fibroblasts,0.013793103448275862,T-Cell Lymphoma
321,Fibroblasts,0.04132231404958678,T-Cell Lymphoma
322,Fibroblasts,0.014816810344827586,T-Cell Lymphoma
323,Fibroblasts,0.18096135721017909,T-Cell Lymphoma
324,Fibroblasts,0.018726591760299626,T-Cell Lymphoma
325,Fibroblasts,0.0278199291856348,T-Cell Lymphoma
326,Fibroblasts,0.018472291562656017,T-Cell Lymphoma
327,Fibroblasts,0.01763803680981595,T-Cell Lymphoma
328,Fibroblasts,0.011962782454585734,T-Cell Lymphoma
329,Fibroblasts,0.02335279399499583,T-Cell Lymphoma
330,Fibroblasts,0.0215,T-Cell Lymphoma
331,Fibroblasts,0.02540106951871658,T-Cell Lymphoma
332,Fibroblasts,0.01522248243559719,T-Cell Lymphoma
333,Fibroblasts,0.011406844106463879,T-Cell Lymphoma
334,Fibroblasts,0.13478591335191284,T-Cell Lymphoma
335,Fibroblasts,0.14634146341463414,T-Cell Lymphoma
336,Fibroblasts,0.02290700845377693,T-Cell Lymphoma
337,Fibroblasts,0.016551193225558123,T-Cell Lymphoma
338,Fibroblasts,0.015164644714038129,T-Cell Lymphoma
339,Fibroblasts,0.003063457330415755,Psoriasis
340,Fibroblasts,0.011679420056383408,Psoriasis
341,Fibroblasts,0.019951140065146578,Psoriasis
342,Fibroblasts,0.021289918597370068,Psoriasis
343,Fibroblasts,0.014350143501435014,Psoriasis
344,Fibroblasts,0.017673048600883652,Psoriasis
345,Fibroblasts,0.008853910477127398,Psoriasis
346,Fibroblasts,0.03444602272727273,Psoriasis
347,Fibroblasts,0.0191014258810869,Psoriasis
348,Fibroblasts,0.01065340909090909,Psoriasis
349,Fibroblasts,0.0204560697518444,Psoriasis
350,Fibroblasts,0.022113943028485756,Psoriasis
351,Fibroblasts,0.020933977455716585,Psoriasis
352,Fibroblasts,0.03556034482758621,Psoriasis
353,Fibroblasts,0.027654489586889725,Psoriasis
354,Fibroblasts,0.01832460732984293,Psoriasis
355,Fibroblasts,0.009339559706470981,Psoriasis
356,Fibroblasts,0.010379061371841155,Psoriasis
357,Fibroblasts,0.01738334858188472,Psoriasis
358,Fibroblasts,0.02921535893155259,Psoriasis
359,Fibroblasts,0.024509803921568627,Psoriasis
360,Fibroblasts,0.02606516290726817,Psoriasis
361,Fibroblasts,0.027545499262174127,Psoriasis
362,Fibroblasts,0.014072847682119206,Psoriasis
363,Fibroblasts,0.0158494304110946,Psoriasis
364,Langerhans cells,0.033504138746551046,T-Cell Lymphoma
365,Langerhans cells,0.022988505747126436,T-Cell Lymphoma
366,Langerhans cells,0.046831955922865015,T-Cell Lymphoma
367,Langerhans cells,0.03205818965517242,T-Cell Lymphoma
368,Langerhans cells,0.00942507068803016,T-Cell Lymphoma
369,Langerhans cells,0.03130016051364366,T-Cell Lymphoma
370,Langerhans cells,0.05108750632271118,T-Cell Lymphoma
371,Langerhans cells,0.02945581627558662,T-Cell Lymphoma
372,Langerhans cells,0.03067484662576687,T-Cell Lymphoma
373,Langerhans cells,0.023925564909171467,T-Cell Lymphoma
374,Langerhans cells,0.05170975813177648,T-Cell Lymphoma
375,Langerhans cells,0.0655,T-Cell Lymphoma
376,Langerhans cells,0.03609625668449198,T-Cell Lymphoma
377,Langerhans cells,0.0351288056206089,T-Cell Lymphoma
378,Langerhans cells,0.026615969581749048,T-Cell Lymphoma
379,Langerhans cells,0.0053204965796807705,T-Cell Lymphoma
380,Langerhans cells,0.016260162601626018,T-Cell Lymphoma
381,Langerhans cells,0.026724843196073083,T-Cell Lymphoma
382,Langerhans cells,0.030408006158583526,T-Cell Lymphoma
383,Langerhans cells,0.028162911611785094,T-Cell Lymphoma
384,Langerhans cells,0.016192560175054705,Psoriasis
385,Langerhans cells,0.038260169150221505,Psoriasis
386,Langerhans cells,0.023615635179153095,Psoriasis
387,Langerhans cells,0.013775829680651221,Psoriasis
388,Langerhans cells,0.02706027060270603,Psoriasis
389,Langerhans cells,0.04025527736867943,Psoriasis
390,Langerhans cells,0.04033448106246926,Psoriasis
391,Langerhans cells,0.06498579545454546,Psoriasis
392,Langerhans cells,0.03093892924401399,Psoriasis
393,Langerhans cells,0.020241477272727272,Psoriasis
394,Langerhans cells,0.02749832327297116,Psoriasis
395,Langerhans cells,0.019865067466266866,Psoriasis
396,Langerhans cells,0.03421900161030596,Psoriasis
397,Langerhans cells,0.09303160919540229,Psoriasis
398,Langerhans cells,0.04848071013997952,Psoriasis
399,Langerhans cells,0.027673896783844427,Psoriasis
400,Langerhans cells,0.02601734489659773,Psoriasis
401,Langerhans cells,0.011732851985559567,Psoriasis
402,Langerhans cells,0.042086001829826164,Psoriasis
403,Langerhans cells,0.028797996661101836,Psoriasis
404,Langerhans cells,0.049019607843137254,Psoriasis
405,Langerhans cells,0.014536340852130326,Psoriasis
406,Langerhans cells,0.01278898180029513,Psoriasis
407,Langerhans cells,0.022350993377483443,Psoriasis
408,Langerhans cells,0.03615651312530956,Psoriasis
409,Melanocytes,0.04178163184864012,T-Cell Lymphoma
410,Melanocytes,0.06436781609195402,T-Cell Lymphoma
411,Melanocytes,0.0881542699724518,T-Cell Lymphoma
412,Melanocytes,0.04337284482758621,T-Cell Lymphoma
413,Melanocytes,0.007540056550424128,T-Cell Lymphoma
414,Melanocytes,0.048154093097913325,T-Cell Lymphoma
415,Melanocytes,0.09205867475973697,T-Cell Lymphoma
416,Melanocytes,0.03344982526210684,T-Cell Lymphoma
417,Melanocytes,0.04447852760736196,T-Cell Lymphoma
418,Melanocytes,0.031014621178555603,T-Cell Lymphoma
419,Melanocytes,0.07339449541284404,T-Cell Lymphoma
420,Melanocytes,0.085,T-Cell Lymphoma
421,Melanocytes,0.04144385026737968,T-Cell Lymphoma
422,Melanocytes,0.0429352068696331,T-Cell Lymphoma
423,Melanocytes,0.032758116408306524,T-Cell Lymphoma
424,Melanocytes,0.00354699771978718,T-Cell Lymphoma
425,Melanocytes,0.00508130081300813,T-Cell Lymphoma
426,Melanocytes,0.08071993455140442,T-Cell Lymphoma
427,Melanocytes,0.03579676674364896,T-Cell Lymphoma
428,Melanocytes,0.02859618717504333,T-Cell Lymphoma
429,Melanocytes,0.03194748358862144,Psoriasis
430,Melanocytes,0.028191703584373742,Psoriasis
431,Melanocytes,0.025651465798045604,Psoriasis
432,Melanocytes,0.01878522229179712,Psoriasis
433,Melanocytes,0.03977039770397704,Psoriasis
434,Melanocytes,0.037309769268532154,Psoriasis
435,Melanocytes,0.051647811116576486,Psoriasis
436,Melanocytes,0.05752840909090909,Psoriasis
437,Melanocytes,0.02744148506860371,Psoriasis
438,Melanocytes,0.030539772727272728,Psoriasis
439,Melanocytes,0.02414486921529175,Psoriasis
440,Melanocytes,0.027361319340329836,Psoriasis
441,Melanocytes,0.04066022544283414,Psoriasis
442,Melanocytes,0.09554597701149425,Psoriasis
443,Melanocytes,0.038579720040969614,Psoriasis
444,Melanocytes,0.032535527299925204,Psoriasis
445,Melanocytes,0.02935290193462308,Psoriasis
446,Melanocytes,0.0315884476534296,Psoriasis
447,Melanocytes,0.030649588289112534,Psoriasis
448,Melanocytes,0.02337228714524207,Psoriasis
449,Melanocytes,0.04139433551198257,Psoriasis
450,Melanocytes,0.022556390977443608,Psoriasis
451,Melanocytes,0.04426955238563699,Psoriasis
452,Melanocytes,0.050496688741721855,Psoriasis
453,Melanocytes,0.027241208519068846,Psoriasis
454,Unknown,0.1,T-Cell Lymphoma
455,Unknown,0.17500985415845488,T-Cell Lymphoma
456,Unknown,0.15862068965517243,T-Cell Lymphoma
457,Unknown,0.1763085399449036,T-Cell Lymphoma
458,Unknown,0.15355603448275862,T-Cell Lymphoma
459,Unknown,0.09330819981149858,T-Cell Lymphoma
460,Unknown,0.1631888710540396,T-Cell Lymphoma
461,Unknown,0.14162873039959534,T-Cell Lymphoma
462,Unknown,0.127309036445332,T-Cell Lymphoma
463,Unknown,0.1575920245398773,T-Cell Lymphoma
464,Unknown,0.1448825875055383,T-Cell Lymphoma
465,Unknown,0.16430358632193495,T-Cell Lymphoma
466,Unknown,0.2095,T-Cell Lymphoma
467,Unknown,0.15641711229946523,T-Cell Lymphoma
468,Unknown,0.13036690085870414,T-Cell Lymphoma
469,Unknown,0.13629716291313249,T-Cell Lymphoma
470,Unknown,0.028122624778312642,T-Cell Lymphoma
471,Unknown,0.07621951219512195,T-Cell Lymphoma
472,Unknown,0.18952822470684483,T-Cell Lymphoma
473,Unknown,0.20092378752886836,T-Cell Lymphoma
474,Unknown,0.1291161178509532,T-Cell Lymphoma
475,Unknown,0.09978118161925602,Psoriasis
476,Unknown,0.19855014095851792,Psoriasis
477,Unknown,0.10545602605863193,Psoriasis
478,Unknown,0.11396368190356919,Psoriasis
479,Unknown,0.17261172611726117,Psoriasis
480,Unknown,0.12862052037309768,Psoriasis
481,Unknown,0.07132316773241515,Psoriasis
482,Unknown,0.16086647727272727,Psoriasis
483,Unknown,0.13828356201237557,Psoriasis
484,Unknown,0.14382102272727273,Psoriasis
485,Unknown,0.10395707578806171,Psoriasis
486,Unknown,0.08695652173913043,Psoriasis
487,Unknown,0.14251207729468598,Psoriasis
488,Unknown,0.25969827586206895,Psoriasis
489,Unknown,0.13246841925571867,Psoriasis
490,Unknown,0.0912490650710546,Psoriasis
491,Unknown,0.11541027351567712,Psoriasis
492,Unknown,0.0983754512635379,Psoriasis
493,Unknown,0.1537053979871912,Psoriasis
494,Unknown,0.1439899833055092,Psoriasis
495,Unknown,0.16993464052287582,Psoriasis
496,Unknown,0.11729323308270677,Psoriasis
497,Unknown,0.31972454500737824,Psoriasis
498,Unknown,0.1452814569536424,Psoriasis
499,Unknown,0.12184249628528974,Psoriasis
