,celltype,value,category
63,T-cells,0.27123050259965337,T-Cell Lymphoma
64,T-cells,0.08816120906801007,Eczema
65,T-cells,0.051681706316652996,Eczema
66,T-cells,0.1111111111111111,Eczema
67,T-cells,0.14124629080118695,Eczema
68,T-cells,0.05778894472361809,Eczema
69,T-cells,0.09286775631500743,Eczema
70,T-cells,0.20544672718585763,Eczema
71,T-cells,0.03911735205616851,Eczema
72,T-cells,0.06774668630338733,Eczema
73,T-cells,0.13594232749742532,Eczema
74,T-cells,0.1797520661157025,Eczema
75,T-cells,0.10443349753694581,Eczema
76,T-cells,0.13292117465224113,Eczema
77,T-cells,0.08943089430894309,Eczema
78,T-cells,0.1297134238310709,Eczema
79,T-cells,0.1513921113689095,Eczema
80,T-cells,0.17824675324675324,Eczema
81,T-cells,0.18430379746835443,Eczema
82,T-cells,0.12172158708809684,Eczema
83,T-cells,0.19499542264266098,Eczema
84,T-cells,0.08059701492537313,Eczema
85,T-cells,0.15993907083015993,Eczema
86,T-cells,0.21101949025487257,Eczema
87,B-cells,0.1,T-Cell Lymphoma
88,B-cells,0.17027985810011825,T-Cell Lymphoma
89,B-cells,0.19080459770114944,T-Cell Lymphoma
90,B-cells,0.07575757575757576,T-Cell Lymphoma
91,B-cells,0.13308189655172414,T-Cell Lymphoma
92,B-cells,0.09707822808671066,T-Cell Lymphoma
93,B-cells,0.21107544141252008,T-Cell Lymphoma
94,B-cells,0.04653515427415276,T-Cell Lymphoma
95,B-cells,0.0783824263604593,T-Cell Lymphoma
96,B-cells,0.12691717791411042,T-Cell Lymphoma
97,B-cells,0.10279131590607,T-Cell Lymphoma
98,B-cells,0.0079232693911593,T-Cell Lymphoma
99,B-cells,0.1455,T-Cell Lymphoma
100,B-cells,0.07754010695187166,T-Cell Lymphoma
101,B-cells,0.24082747853239655,T-Cell Lymphoma
102,B-cells,0.10646387832699619,T-Cell Lymphoma
103,B-cells,0.12262477831264251,T-Cell Lymphoma
104,B-cells,0.11382113821138211,T-Cell Lymphoma
105,B-cells,0.07690209980910827,T-Cell Lymphoma
106,B-cells,0.14511162432640493,T-Cell Lymphoma
107,B-cells,0.1035528596187175,T-Cell Lymphoma
108,B-cells,0.07136859781696053,Eczema
109,B-cells,0.03937653814602133,Eczema
110,B-cells,0.10786699107866991,Eczema
111,B-cells,0.07863501483679525,Eczema
112,B-cells,0.04522613065326633,Eczema
113,B-cells,0.05460624071322437,Eczema
114,B-cells,0.18967988533205923,Eczema
115,B-cells,0.062186559679037114,Eczema
116,B-cells,0.045655375552282766,Eczema
117,B-cells,0.14830072090628219,Eczema
118,B-cells,0.08884297520661157,Eczema
119,B-cells,0.03842364532019704,Eczema
120,B-cells,0.321483771251932,Eczema
121,B-cells,0.06233062330623306,Eczema
122,B-cells,0.3514328808446455,Eczema
123,B-cells,0.06554524361948956,Eczema
124,B-cells,0.09740259740259741,Eczema
125,B-cells,0.1179746835443038,Eczema
126,B-cells,0.07800941492938802,Eczema
127,B-cells,0.0866646322856271,Eczema
128,B-cells,0.08955223880597014,Eczema
129,B-cells,0.14394516374714394,Eczema
130,B-cells,0.09557721139430285,Eczema
131,Macrophages,0.05675995270003942,T-Cell Lymphoma
132,Macrophages,0.034482758620689655,T-Cell Lymphoma
133,Macrophages,0.04132231404958678,T-Cell Lymphoma
134,Macrophages,0.05522629310344827,T-Cell Lymphoma
135,Macrophages,0.13854853911404336,T-Cell Lymphoma
136,Macrophages,0.0738362760834671,T-Cell Lymphoma
137,Macrophages,0.04451188669701568,T-Cell Lymphoma
138,Macrophages,0.14578132800798801,T-Cell Lymphoma
139,Macrophages,0.03450920245398773,T-Cell Lymphoma
140,Macrophages,0.06468763845813026,T-Cell Lymphoma
141,Macrophages,0.15137614678899083,T-Cell Lymphoma
142,Macrophages,0.023,T-Cell Lymphoma
143,Macrophages,0.05080213903743316,T-Cell Lymphoma
144,Macrophages,0.03083528493364559,T-Cell Lymphoma
145,Macrophages,0.11640830652237497,T-Cell Lymphoma
146,Macrophages,0.11122371421332658,T-Cell Lymphoma
147,Macrophages,0.16463414634146342,T-Cell Lymphoma
148,Macrophages,0.08671938914644123,T-Cell Lymphoma
149,Macrophages,0.03194765204003079,T-Cell Lymphoma
150,Macrophages,0.09705372616984402,T-Cell Lymphoma
151,Macrophages,0.027707808564231738,Eczema
152,Macrophages,0.03199343724364233,Eczema
153,Macrophages,0.059205190592051905,Eczema
154,Macrophages,0.03768545994065282,Eczema
155,Macrophages,0.021775544388609715,Eczema
156,Macrophages,0.06537890044576523,Eczema
157,Macrophages,0.06497849976110846,Eczema
158,Macrophages,0.012036108324974924,Eczema
159,Macrophages,0.09683357879234168,Eczema
160,Macrophages,0.05458290422245108,Eczema
161,Macrophages,0.19318181818181818,Eczema
162,Macrophages,0.05812807881773399,Eczema
163,Macrophages,0.061823802163833076,Eczema
164,Macrophages,0.07046070460704607,Eczema
165,Macrophages,0.0784313725490196,Eczema
166,Macrophages,0.12354988399071926,Eczema
167,Macrophages,0.023376623376623377,Eczema
168,Macrophages,0.05468354430379747,Eczema
169,Macrophages,0.07464694014794888,Eczema
170,Macrophages,0.04851998779371376,Eczema
171,Macrophages,0.026865671641791045,Eczema
172,Macrophages,0.037319116527037316,Eczema
173,Macrophages,0.0734632683658171,Eczema
174,Smooth muscle cells,0.07567993693338589,T-Cell Lymphoma
175,Smooth muscle cells,0.17471264367816092,T-Cell Lymphoma
176,Smooth muscle cells,0.14738292011019283,T-Cell Lymphoma
177,Smooth muscle cells,0.0668103448275862,T-Cell Lymphoma
178,Smooth muscle cells,0.08482563619227144,T-Cell Lymphoma
179,Smooth muscle cells,0.07330123060460139,T-Cell Lymphoma
180,Smooth muscle cells,0.10116337885685382,T-Cell Lymphoma
181,Smooth muscle cells,0.09585621567648527,T-Cell Lymphoma
182,Smooth muscle cells,0.049079754601226995,T-Cell Lymphoma
183,Smooth muscle cells,0.04652193176783341,T-Cell Lymphoma
184,Smooth muscle cells,0.17306088407005837,T-Cell Lymphoma
185,Smooth muscle cells,0.1065,T-Cell Lymphoma
186,Smooth muscle cells,0.08689839572192513,T-Cell Lymphoma
187,Smooth muscle cells,0.04059328649492584,T-Cell Lymphoma
188,Smooth muscle cells,0.04972214097689383,T-Cell Lymphoma
189,Smooth muscle cells,0.08234101849505954,T-Cell Lymphoma
190,Smooth muscle cells,0.054878048780487805,T-Cell Lymphoma
191,Smooth muscle cells,0.07581128988273793,T-Cell Lymphoma
192,Smooth muscle cells,0.05234795996920708,T-Cell Lymphoma
193,Smooth muscle cells,0.06499133448873484,T-Cell Lymphoma
194,Smooth muscle cells,0.019311502938706968,Eczema
195,Smooth muscle cells,0.04922067268252666,Eczema
196,Smooth muscle cells,0.0689375506893755,Eczema
197,Smooth muscle cells,0.06824925816023739,Eczema
198,Smooth muscle cells,0.06867671691792294,Eczema
199,Smooth muscle cells,0.0687221396731055,Eczema
200,Smooth muscle cells,0.048733874820831344,Eczema
201,Smooth muscle cells,0.04312938816449348,Eczema
202,Smooth muscle cells,0.03939617083946981,Eczema
203,Smooth muscle cells,0.08856848609680741,Eczema
204,Smooth muscle cells,0.01859504132231405,Eczema
205,Smooth muscle cells,0.06699507389162561,Eczema
206,Smooth muscle cells,0.04868624420401855,Eczema
207,Smooth muscle cells,0.053297199638663056,Eczema
208,Smooth muscle cells,0.043740573152337855,Eczema
209,Smooth muscle cells,0.04756380510440835,Eczema
210,Smooth muscle cells,0.02922077922077922,Eczema
211,Smooth muscle cells,0.06531645569620254,Eczema
212,Smooth muscle cells,0.0699394754539341,Eczema
213,Smooth muscle cells,0.07812023191943851,Eczema
214,Smooth muscle cells,0.008955223880597015,Eczema
215,Smooth muscle cells,0.09824828636709824,Eczema
216,Smooth muscle cells,0.07496251874062969,Eczema
217,Basal keratinocytes,0.1,T-Cell Lymphoma
218,Basal keratinocytes,0.04454079621600315,T-Cell Lymphoma
219,Basal keratinocytes,0.12183908045977011,T-Cell Lymphoma
220,Basal keratinocytes,0.11019283746556474,T-Cell Lymphoma
221,Basal keratinocytes,0.03771551724137931,T-Cell Lymphoma
222,Basal keratinocytes,0.03770028275212064,T-Cell Lymphoma
223,Basal keratinocytes,0.053237025147137504,T-Cell Lymphoma
224,Basal keratinocytes,0.10419828022255943,T-Cell Lymphoma
225,Basal keratinocytes,0.05192211682476285,T-Cell Lymphoma
226,Basal keratinocytes,0.027607361963190184,T-Cell Lymphoma
227,Basal keratinocytes,0.021710234824988923,T-Cell Lymphoma
228,Basal keratinocytes,0.0884070058381985,T-Cell Lymphoma
229,Basal keratinocytes,0.073,T-Cell Lymphoma
230,Basal keratinocytes,0.06818181818181818,T-Cell Lymphoma
231,Basal keratinocytes,0.02888368462138954,T-Cell Lymphoma
232,Basal keratinocytes,0.03012576776835332,T-Cell Lymphoma
233,Basal keratinocytes,0.014948061819103116,T-Cell Lymphoma
234,Basal keratinocytes,0.027439024390243903,T-Cell Lymphoma
235,Basal keratinocytes,0.04608671938914644,T-Cell Lymphoma
236,Basal keratinocytes,0.03194765204003079,T-Cell Lymphoma
237,Basal keratinocytes,0.038128249566724434,T-Cell Lymphoma
238,Basal keratinocytes,0.02686817800167926,Eczema
239,Basal keratinocytes,0.04101722723543889,Eczema
240,Basal keratinocytes,0.058394160583941604,Eczema
241,Basal keratinocytes,0.0599406528189911,Eczema
242,Basal keratinocytes,0.02847571189279732,Eczema
243,Basal keratinocytes,0.05274888558692422,Eczema
244,Basal keratinocytes,0.04300047778308648,Eczema
245,Basal keratinocytes,0.033099297893681046,Eczema
246,Basal keratinocytes,0.028350515463917526,Eczema
247,Basal keratinocytes,0.07723995880535531,Eczema
248,Basal keratinocytes,0.06198347107438017,Eczema
249,Basal keratinocytes,0.054187192118226604,Eczema
250,Basal keratinocytes,0.030911901081916538,Eczema
251,Basal keratinocytes,0.052393857271906055,Eczema
252,Basal keratinocytes,0.030165912518853696,Eczema
253,Basal keratinocytes,0.02320185614849188,Eczema
254,Basal keratinocytes,0.10616883116883116,Eczema
255,Basal keratinocytes,0.04,Eczema
256,Basal keratinocytes,0.05178211163416274,Eczema
257,Basal keratinocytes,0.06774488861763808,Eczema
258,Basal keratinocytes,0.026865671641791045,Eczema
259,Basal keratinocytes,0.05407463823305408,Eczema
260,Basal keratinocytes,0.046101949025487254,Eczema
261,Suprabasal keratinocytes,0.035474970437524636,T-Cell Lymphoma
262,Suprabasal keratinocytes,0.034482758620689655,T-Cell Lymphoma
263,Suprabasal keratinocytes,0.05509641873278237,T-Cell Lymphoma
264,Suprabasal keratinocytes,0.04337284482758621,T-Cell Lymphoma
265,Suprabasal keratinocytes,0.08671065032987747,T-Cell Lymphoma
266,Suprabasal keratinocytes,0.02969502407704655,T-Cell Lymphoma
267,Suprabasal keratinocytes,0.057663125948406675,T-Cell Lymphoma
268,Suprabasal keratinocytes,0.07388916625062407,T-Cell Lymphoma
269,Suprabasal keratinocytes,0.011886503067484663,T-Cell Lymphoma
270,Suprabasal keratinocytes,0.008861320336730172,T-Cell Lymphoma
271,Suprabasal keratinocytes,0.0475396163469558,T-Cell Lymphoma
272,Suprabasal keratinocytes,0.0515,T-Cell Lymphoma
273,Suprabasal keratinocytes,0.0427807486631016,T-Cell Lymphoma
274,Suprabasal keratinocytes,0.00936768149882904,T-Cell Lymphoma
275,Suprabasal keratinocytes,0.014624159110851126,T-Cell Lymphoma
276,Suprabasal keratinocytes,0.10970357233341779,T-Cell Lymphoma
277,Suprabasal keratinocytes,0.07926829268292683,T-Cell Lymphoma
278,Suprabasal keratinocytes,0.020452686119443685,T-Cell Lymphoma
279,Suprabasal keratinocytes,0.016166281755196306,T-Cell Lymphoma
280,Suprabasal keratinocytes,0.030329289428076257,T-Cell Lymphoma
281,Suprabasal keratinocytes,0.007556675062972292,Eczema
282,Suprabasal keratinocytes,0.014766201804757998,Eczema
283,Suprabasal keratinocytes,0.016220600162206,Eczema
284,Suprabasal keratinocytes,0.019881305637982197,Eczema
285,Suprabasal keratinocytes,0.009212730318257957,Eczema
286,Suprabasal keratinocytes,0.015601783060921248,Eczema
287,Suprabasal keratinocytes,0.01433349259436216,Eczema
288,Suprabasal keratinocytes,0.00802407221664995,Eczema
289,Suprabasal keratinocytes,0.008468335787923416,Eczema
290,Suprabasal keratinocytes,0.03913491246138002,Eczema
291,Suprabasal keratinocytes,0.05475206611570248,Eczema
292,Suprabasal keratinocytes,0.029556650246305417,Eczema
293,Suprabasal keratinocytes,0.012364760432766615,Eczema
294,Suprabasal keratinocytes,0.04245709123757904,Eczema
295,Suprabasal keratinocytes,0.012066365007541479,Eczema
296,Suprabasal keratinocytes,0.01160092807424594,Eczema
297,Suprabasal keratinocytes,0.048701298701298704,Eczema
298,Suprabasal keratinocytes,0.01569620253164557,Eczema
299,Suprabasal keratinocytes,0.023537323470073975,Eczema
300,Suprabasal keratinocytes,0.02563320109856576,Eczema
301,Suprabasal keratinocytes,0.023880597014925373,Eczema
302,Suprabasal keratinocytes,0.02513328255902513,Eczema
303,Suprabasal keratinocytes,0.01686656671664168,Eczema
304,Fibroblasts,0.5,T-Cell Lymphoma
305,Fibroblasts,0.018525817895151755,T-Cell Lymphoma
306,Fibroblasts,0.013793103448275862,T-Cell Lymphoma
307,Fibroblasts,0.04132231404958678,T-Cell Lymphoma
308,Fibroblasts,0.014816810344827586,T-Cell Lymphoma
309,Fibroblasts,0.18096135721017909,T-Cell Lymphoma
310,Fibroblasts,0.018726591760299626,T-Cell Lymphoma
311,Fibroblasts,0.0278199291856348,T-Cell Lymphoma
312,Fibroblasts,0.018472291562656017,T-Cell Lymphoma
313,Fibroblasts,0.01763803680981595,T-Cell Lymphoma
314,Fibroblasts,0.011962782454585734,T-Cell Lymphoma
315,Fibroblasts,0.02335279399499583,T-Cell Lymphoma
316,Fibroblasts,0.0215,T-Cell Lymphoma
317,Fibroblasts,0.02540106951871658,T-Cell Lymphoma
318,Fibroblasts,0.01522248243559719,T-Cell Lymphoma
319,Fibroblasts,0.011406844106463879,T-Cell Lymphoma
320,Fibroblasts,0.13478591335191284,T-Cell Lymphoma
321,Fibroblasts,0.14634146341463414,T-Cell Lymphoma
322,Fibroblasts,0.02290700845377693,T-Cell Lymphoma
323,Fibroblasts,0.016551193225558123,T-Cell Lymphoma
324,Fibroblasts,0.015164644714038129,T-Cell Lymphoma
325,Fibroblasts,0.008396305625524769,Eczema
326,Fibroblasts,0.011484823625922888,Eczema
327,Fibroblasts,0.0113544201135442,Eczema
328,Fibroblasts,0.013056379821958458,Eczema
329,Fibroblasts,0.008375209380234505,Eczema
330,Fibroblasts,0.016716196136701337,Eczema
331,Fibroblasts,0.013377926421404682,Eczema
332,Fibroblasts,0.006018054162487462,Eczema
333,Fibroblasts,0.013622974963181149,Eczema
334,Fibroblasts,0.02265705458290422,Eczema
335,Fibroblasts,0.026859504132231406,Eczema
336,Fibroblasts,0.02561576354679803,Eczema
337,Fibroblasts,0.012364760432766615,Eczema
338,Fibroblasts,0.028906955736224028,Eczema
339,Fibroblasts,0.013574660633484163,Eczema
340,Fibroblasts,0.016821345707656612,Eczema
341,Fibroblasts,0.020454545454545454,Eczema
342,Fibroblasts,0.013164556962025316,Eczema
343,Fibroblasts,0.014122394082044385,Eczema
344,Fibroblasts,0.018004272200183094,Eczema
345,Fibroblasts,0.008955223880597015,Eczema
346,Fibroblasts,0.011424219345011425,Eczema
347,Fibroblasts,0.017616191904047975,Eczema
348,Langerhans cells,0.033504138746551046,T-Cell Lymphoma
349,Langerhans cells,0.022988505747126436,T-Cell Lymphoma
350,Langerhans cells,0.046831955922865015,T-Cell Lymphoma
351,Langerhans cells,0.03205818965517242,T-Cell Lymphoma
352,Langerhans cells,0.00942507068803016,T-Cell Lymphoma
353,Langerhans cells,0.03130016051364366,T-Cell Lymphoma
354,Langerhans cells,0.05108750632271118,T-Cell Lymphoma
355,Langerhans cells,0.02945581627558662,T-Cell Lymphoma
356,Langerhans cells,0.03067484662576687,T-Cell Lymphoma
357,Langerhans cells,0.023925564909171467,T-Cell Lymphoma
358,Langerhans cells,0.05170975813177648,T-Cell Lymphoma
359,Langerhans cells,0.0655,T-Cell Lymphoma
360,Langerhans cells,0.03609625668449198,T-Cell Lymphoma
361,Langerhans cells,0.0351288056206089,T-Cell Lymphoma
362,Langerhans cells,0.026615969581749048,T-Cell Lymphoma
363,Langerhans cells,0.0053204965796807705,T-Cell Lymphoma
364,Langerhans cells,0.016260162601626018,T-Cell Lymphoma
365,Langerhans cells,0.026724843196073083,T-Cell Lymphoma
366,Langerhans cells,0.030408006158583526,T-Cell Lymphoma
367,Langerhans cells,0.028162911611785094,T-Cell Lymphoma
368,Langerhans cells,0.0109151973131822,Eczema
369,Langerhans cells,0.02461033634126333,Eczema
370,Langerhans cells,0.038929440389294405,Eczema
371,Langerhans cells,0.040356083086053415,Eczema
372,Langerhans cells,0.005862646566164154,Eczema
373,Langerhans cells,0.05386329866270431,Eczema
374,Langerhans cells,0.023411371237458192,Eczema
375,Langerhans cells,0.0050150451354062184,Eczema
376,Langerhans cells,0.047496318114874814,Eczema
377,Langerhans cells,0.042224510813594233,Eczema
378,Langerhans cells,0.007231404958677686,Eczema
379,Langerhans cells,0.05123152709359606,Eczema
380,Langerhans cells,0.01777434312210201,Eczema
381,Langerhans cells,0.023486901535682024,Eczema
382,Langerhans cells,0.0196078431372549,Eczema
383,Langerhans cells,0.04640371229698376,Eczema
384,Langerhans cells,0.01396103896103896,Eczema
385,Langerhans cells,0.04810126582278481,Eczema
386,Langerhans cells,0.03967720242098184,Eczema
387,Langerhans cells,0.050961245041196215,Eczema
388,Langerhans cells,0.020895522388059702,Eczema
389,Langerhans cells,0.04036557501904037,Eczema
390,Langerhans cells,0.03523238380809595,Eczema
391,Melanocytes,0.04178163184864012,T-Cell Lymphoma
392,Melanocytes,0.06436781609195402,T-Cell Lymphoma
393,Melanocytes,0.0881542699724518,T-Cell Lymphoma
394,Melanocytes,0.04337284482758621,T-Cell Lymphoma
395,Melanocytes,0.007540056550424128,T-Cell Lymphoma
396,Melanocytes,0.048154093097913325,T-Cell Lymphoma
397,Melanocytes,0.09205867475973697,T-Cell Lymphoma
398,Melanocytes,0.03344982526210684,T-Cell Lymphoma
399,Melanocytes,0.04447852760736196,T-Cell Lymphoma
400,Melanocytes,0.031014621178555603,T-Cell Lymphoma
401,Melanocytes,0.07339449541284404,T-Cell Lymphoma
402,Melanocytes,0.085,T-Cell Lymphoma
403,Melanocytes,0.04144385026737968,T-Cell Lymphoma
404,Melanocytes,0.0429352068696331,T-Cell Lymphoma
405,Melanocytes,0.032758116408306524,T-Cell Lymphoma
406,Melanocytes,0.00354699771978718,T-Cell Lymphoma
407,Melanocytes,0.00508130081300813,T-Cell Lymphoma
408,Melanocytes,0.08071993455140442,T-Cell Lymphoma
409,Melanocytes,0.03579676674364896,T-Cell Lymphoma
410,Melanocytes,0.02859618717504333,T-Cell Lymphoma
411,Melanocytes,0.01595298068849706,Eczema
412,Melanocytes,0.033634126333059886,Eczema
413,Melanocytes,0.021086780210867802,Eczema
414,Melanocytes,0.0314540059347181,Eczema
415,Melanocytes,0.05443886097152429,Eczema
416,Melanocytes,0.043462109955423475,Eczema
417,Melanocytes,0.025322503583373148,Eczema
418,Melanocytes,0.023069207622868605,Eczema
419,Melanocytes,0.035346097201767304,Eczema
420,Melanocytes,0.07312049433573635,Eczema
421,Melanocytes,0.04132231404958678,Eczema
422,Melanocytes,0.024630541871921183,Eczema
423,Melanocytes,0.023956723338485315,Eczema
424,Melanocytes,0.03432700993676603,Eczema
425,Melanocytes,0.021116138763197588,Eczema
426,Melanocytes,0.04408352668213457,Eczema
427,Melanocytes,0.06396103896103895,Eczema
428,Melanocytes,0.03139240506329114,Eczema
429,Melanocytes,0.0363147276395427,Eczema
430,Melanocytes,0.03692401586817211,Eczema
431,Melanocytes,0.03880597014925373,Eczema
432,Melanocytes,0.041888804265041886,Eczema
433,Melanocytes,0.031484257871064465,Eczema
434,Unknown,0.1,T-Cell Lymphoma
435,Unknown,0.17500985415845488,T-Cell Lymphoma
436,Unknown,0.15862068965517243,T-Cell Lymphoma
437,Unknown,0.1763085399449036,T-Cell Lymphoma
438,Unknown,0.15355603448275862,T-Cell Lymphoma
439,Unknown,0.09330819981149858,T-Cell Lymphoma
440,Unknown,0.1631888710540396,T-Cell Lymphoma
441,Unknown,0.14162873039959534,T-Cell Lymphoma
442,Unknown,0.127309036445332,T-Cell Lymphoma
443,Unknown,0.1575920245398773,T-Cell Lymphoma
444,Unknown,0.1448825875055383,T-Cell Lymphoma
445,Unknown,0.16430358632193495,T-Cell Lymphoma
446,Unknown,0.2095,T-Cell Lymphoma
447,Unknown,0.15641711229946523,T-Cell Lymphoma
448,Unknown,0.13036690085870414,T-Cell Lymphoma
449,Unknown,0.13629716291313249,T-Cell Lymphoma
450,Unknown,0.028122624778312642,T-Cell Lymphoma
451,Unknown,0.07621951219512195,T-Cell Lymphoma
452,Unknown,0.18952822470684483,T-Cell Lymphoma
453,Unknown,0.20092378752886836,T-Cell Lymphoma
454,Unknown,0.1291161178509532,T-Cell Lymphoma
455,Unknown,0.09151973131821999,Eczema
456,Unknown,0.08367514356029532,Eczema
457,Unknown,0.12570965125709652,Eczema
458,Unknown,0.12314540059347182,Eczema
459,Unknown,0.05527638190954774,Eczema
460,Unknown,0.1400445765230312,Eczema
461,Unknown,0.10415671285236502,Eczema
462,Unknown,0.06720160481444333,Eczema
463,Unknown,0.11855670103092783,Eczema
464,Unknown,0.17816683831101957,Eczema
465,Unknown,0.2396694214876033,Eczema
466,Unknown,0.12610837438423644,Eczema
467,Unknown,0.11282843894899536,Eczema
468,Unknown,0.14814814814814814,Eczema
469,Unknown,0.08748114630467571,Eczema
470,Unknown,0.14269141531322505,Eczema
471,Unknown,0.3412337662337662,Eczema
472,Unknown,0.1210126582278481,Eczema
473,Unknown,0.13180901143241425,Eczema
474,Unknown,0.14006713457430578,Eczema
475,Unknown,0.2716417910447761,Eczema
476,Unknown,0.11043412033511044,Eczema
477,Unknown,0.1454272863568216,Eczema
